MON,GFAGFBGFC,MON
MON,STASTBSTC,MON
MON,APTOSS,ASL,MON
MON,APTOSS,DAB,MON
MON,APTOSS,DSA,MON
MON,APTOSS,DSS,MON
MON,APTOSS,NLNVAL,MON
MON,ASL,DAB,MON
MON,ASL,OSE,MON
MON,DAB,DSA,MON
MON,DAB,DSS,MON
MON,DAB,OSE,MON
MON,DSA,DSS,MON
MON,DSA,NLNVAL,MON
MON,DSA,OSE,MON
MON,DSA,OSOVFB,MON
MON,DSA,TEQTRC,MON
MON,DSS,NLNVAL,MON
MON,DSS,OSE,MON
MON,DSS,OSOVFB,MON
MON,DSS,TEQTRC,MON
MON,GFAGFBGFC,KVB,MON
MON,GFAGFBGFC,MID,MON
MON,GFAGFBGFC,OSC,MON
MON,GFAGFBGFC,TENTRB,MON
MON,GFAGFBGFC,TRO,MON
MON,KVB,STASTBSTC,MON
MON,MID,STASTBSTC,MON
MON,NLNVAL,OSE,MON
MON,OSC,STASTBSTC,MON
MON,STASTBSTC,TRO,MON
MON,DSA,DSS,NLNVAL,MON
MON,DSA,DSS,OSC,MON
MON,DSA,DSS,OSOVFB,MON
MON,DSA,DSS,TENTRB,MON
MON,DSA,DSS,TEQTRC,MON
MON,DSA,DSS,TRO,MON
MON,DSA,KVB,MID,MON
MON,DSA,KVB,NLNVAL,MON
MON,DSA,KVB,OSC,MON
MON,DSA,KVB,OSE,MON
MON,DSA,KVB,OSOVFB,MON
MON,DSA,KVB,TENTRB,MON
MON,DSA,KVB,TEQTRC,MON
MON,DSA,MID,NLNVAL,MON
MON,DSA,MID,OSC,MON
MON,DSA,MID,OSE,MON
MON,DSA,MID,OSOVFB,MON
MON,DSA,MID,TENTRB,MON
MON,DSA,MID,TEQTRC,MON
MON,DSA,NLNVAL,OSC,MON
MON,DSA,NLNVAL,OSOVFB,MON
MON,DSA,NLNVAL,TENTRB,MON
MON,DSA,NLNVAL,TEQTRC,MON
MON,DSA,NLNVAL,TRO,MON
MON,DSA,OSC,OSE,MON
MON,DSA,OSC,OSOVFB,MON
MON,DSA,OSC,TENTRB,MON
MON,DSA,OSC,TEQTRC,MON
MON,DSA,OSC,TRO,MON
MON,DSA,OSE,TENTRB,MON
MON,DSA,OSE,TRO,MON
MON,DSA,OSOVFB,TENTRB,MON
MON,DSA,OSOVFB,TEQTRC,MON
MON,DSA,OSOVFB,TRO,MON
MON,DSA,TENTRB,TEQTRC,MON
MON,DSA,TENTRB,TRO,MON
MON,DSA,TEQTRC,TRO,MON
MON,DSS,KVB,MID,MON
MON,DSS,KVB,NLNVAL,MON
MON,DSS,KVB,OSC,MON
MON,DSS,KVB,OSE,MON
MON,DSS,KVB,OSOVFB,MON
MON,DSS,KVB,TENTRB,MON
MON,DSS,KVB,TEQTRC,MON
MON,DSS,MID,NLNVAL,MON
MON,DSS,MID,OSC,MON
MON,DSS,MID,OSE,MON
MON,DSS,MID,OSOVFB,MON
MON,DSS,MID,TENTRB,MON
MON,DSS,MID,TEQTRC,MON
MON,DSS,NLNVAL,OSC,MON
MON,DSS,NLNVAL,OSOVFB,MON
MON,DSS,NLNVAL,TENTRB,MON
MON,DSS,NLNVAL,TEQTRC,MON
MON,DSS,NLNVAL,TRO,MON
MON,DSS,OSC,OSE,MON
MON,DSS,OSC,OSOVFB,MON
MON,DSS,OSC,TENTRB,MON
MON,DSS,OSC,TEQTRC,MON
MON,DSS,OSC,TRO,MON
MON,DSS,OSE,TENTRB,MON
MON,DSS,OSE,TRO,MON
MON,DSS,OSOVFB,TENTRB,MON
MON,DSS,OSOVFB,TEQTRC,MON
MON,DSS,OSOVFB,TRO,MON
MON,DSS,TENTRB,TEQTRC,MON
MON,DSS,TENTRB,TRO,MON
MON,DSS,TEQTRC,TRO,MON
MON,KVB,MID,NLNVAL,MON
MON,KVB,MID,OSE,MON
MON,KVB,MID,OSOVFB,MON
MON,KVB,MID,TEQTRC,MON
MON,KVB,NLNVAL,OSE,MON
MON,KVB,NLNVAL,OSOVFB,MON
MON,KVB,OSC,OSE,MON
MON,KVB,OSC,OSOVFB,MON
MON,KVB,OSE,OSOVFB,MON
MON,KVB,OSE,TENTRB,MON
MON,KVB,OSE,TEQTRC,MON
MON,KVB,OSOVFB,TEQTRC,MON
MON,MID,NLNVAL,OSC,MON
MON,MID,NLNVAL,OSE,MON
MON,MID,NLNVAL,OSOVFB,MON
MON,MID,NLNVAL,TENTRB,MON
MON,MID,NLNVAL,TEQTRC,MON
MON,MID,OSC,OSE,MON
MON,MID,OSC,OSOVFB,MON
MON,MID,OSC,TEQTRC,MON
MON,MID,OSE,OSOVFB,MON
MON,MID,OSE,TENTRB,MON
MON,MID,OSE,TEQTRC,MON
MON,MID,OSE,TRO,MON
MON,MID,OSOVFB,TENTRB,MON
MON,MID,OSOVFB,TEQTRC,MON
MON,MID,TENTRB,TEQTRC,MON
MON,NLNVAL,OSC,OSE,MON
MON,NLNVAL,OSC,OSOVFB,MON
MON,NLNVAL,OSC,TENTRB,MON
MON,NLNVAL,OSC,TEQTRC,MON
MON,NLNVAL,OSE,TENTRB,MON
MON,NLNVAL,OSE,TRO,MON
MON,NLNVAL,OSOVFB,TENTRB,MON
MON,NLNVAL,OSOVFB,TEQTRC,MON
MON,NLNVAL,OSOVFB,TRO,MON
MON,NLNVAL,TENTRB,TEQTRC,MON
MON,NLNVAL,TEQTRC,TRO,MON
MON,OSC,OSE,OSOVFB,MON
MON,OSE,OSOVFB,TENTRB,MON
MON,OSE,TENTRB,TEQTRC,MON
MON,APTOSS,ASL,KVB,MID,MON
MON,APTOSS,ASL,KVB,OSC,MON
MON,APTOSS,ASL,KVB,TRO,MON
MON,APTOSS,ASL,MID,OSC,MON
MON,APTOSS,ASL,MID,TRO,MON
MON,APTOSS,ASL,OSC,TRO,MON
MON,APTOSS,ASL,TENTRB,TRO,MON
MON,APTOSS,DSA,KVB,TRO,MON
MON,APTOSS,DSA,MID,TRO,MON
MON,APTOSS,DSA,OSC,TRO,MON
MON,APTOSS,DSS,KVB,TRO,MON
MON,APTOSS,DSS,OSC,TRO,MON
MON,APTOSS,KVB,MID,NLNVAL,MON
MON,APTOSS,KVB,MID,OSC,MON
MON,APTOSS,KVB,MID,OSOVFB,MON
MON,APTOSS,KVB,MID,TENTRB,MON
MON,APTOSS,KVB,MID,TEQTRC,MON
MON,APTOSS,KVB,MID,TRO,MON
MON,APTOSS,KVB,NLNVAL,OSC,MON
MON,APTOSS,KVB,NLNVAL,TRO,MON
MON,APTOSS,KVB,OSC,OSOVFB,MON
MON,APTOSS,KVB,OSC,TENTRB,MON
MON,APTOSS,KVB,OSC,TEQTRC,MON
MON,APTOSS,KVB,OSC,TRO,MON
MON,APTOSS,KVB,OSOVFB,TRO,MON
MON,APTOSS,KVB,TENTRB,TRO,MON
MON,APTOSS,KVB,TEQTRC,TRO,MON
MON,APTOSS,MID,NLNVAL,OSC,MON
MON,APTOSS,MID,NLNVAL,TRO,MON
MON,APTOSS,MID,OSC,OSOVFB,MON
MON,APTOSS,MID,OSC,TENTRB,MON
MON,APTOSS,MID,OSC,TEQTRC,MON
MON,APTOSS,MID,OSC,TRO,MON
MON,APTOSS,MID,OSOVFB,TRO,MON
MON,APTOSS,MID,TENTRB,TRO,MON
MON,APTOSS,MID,TEQTRC,TRO,MON
MON,APTOSS,NLNVAL,OSC,TRO,MON
MON,APTOSS,OSC,OSOVFB,TRO,MON
MON,APTOSS,OSC,TENTRB,TRO,MON
MON,APTOSS,OSC,TEQTRC,TRO,MON
MON,ASL,DAB,KVB,TRO,MON
MON,ASL,DAB,MID,TRO,MON
MON,ASL,DSA,KVB,MID,MON
MON,ASL,DSA,KVB,OSC,MON
MON,ASL,DSA,KVB,TRO,MON
MON,ASL,DSA,MID,OSC,MON
MON,ASL,DSA,MID,TRO,MON
MON,ASL,DSA,OSC,TRO,MON
MON,ASL,DSA,TENTRB,TRO,MON
MON,ASL,DSS,KVB,MID,MON
MON,ASL,DSS,KVB,OSC,MON
MON,ASL,DSS,KVB,TRO,MON
MON,ASL,DSS,MID,OSC,MON
MON,ASL,DSS,MID,TRO,MON
MON,ASL,DSS,OSC,TRO,MON
MON,ASL,DSS,TENTRB,TRO,MON
MON,ASL,KVB,MID,NLNVAL,MON
MON,ASL,KVB,MID,OSC,MON
MON,ASL,KVB,MID,OSE,MON
MON,ASL,KVB,MID,OSOVFB,MON
MON,ASL,KVB,MID,TENTRB,MON
MON,ASL,KVB,MID,TEQTRC,MON
MON,ASL,KVB,MID,TRO,MON
MON,ASL,KVB,NLNVAL,OSC,MON
MON,ASL,KVB,NLNVAL,TRO,MON
MON,ASL,KVB,OSC,OSOVFB,MON
MON,ASL,KVB,OSC,TENTRB,MON
MON,ASL,KVB,OSC,TEQTRC,MON
MON,ASL,KVB,OSC,TRO,MON
MON,ASL,KVB,OSE,TRO,MON
MON,ASL,KVB,OSOVFB,TRO,MON
MON,ASL,KVB,TENTRB,TEQTRC,MON
MON,ASL,KVB,TENTRB,TRO,MON
MON,ASL,KVB,TEQTRC,TRO,MON
MON,ASL,MID,NLNVAL,OSC,MON
MON,ASL,MID,NLNVAL,TRO,MON
MON,ASL,MID,OSC,OSOVFB,MON
MON,ASL,MID,OSC,TENTRB,MON
MON,ASL,MID,OSC,TEQTRC,MON
MON,ASL,MID,OSC,TRO,MON
MON,ASL,MID,OSE,TRO,MON
MON,ASL,MID,OSOVFB,TRO,MON
MON,ASL,MID,TENTRB,TEQTRC,MON
MON,ASL,MID,TENTRB,TRO,MON
MON,ASL,MID,TEQTRC,TRO,MON
MON,ASL,NLNVAL,OSC,TRO,MON
MON,ASL,NLNVAL,TENTRB,TRO,MON
MON,ASL,OSC,OSE,TRO,MON
MON,ASL,OSC,OSOVFB,TRO,MON
MON,ASL,OSC,TENTRB,TRO,MON
MON,ASL,OSC,TEQTRC,TRO,MON
MON,ASL,OSOVFB,TENTRB,TRO,MON
MON,ASL,TENTRB,TEQTRC,TRO,MON
MON,DAB,KVB,MID,OSC,MON
MON,DAB,KVB,MID,TRO,MON
MON,DAB,KVB,OSC,TRO,MON
MON,DAB,KVB,TENTRB,TRO,MON
MON,DAB,MID,OSC,TRO,MON
MON,DAB,MID,TENTRB,TRO,MON
MON,DSA,DSS,KVB,MID,MON
MON,DSA,DSS,KVB,OSC,MON
MON,DSA,DSS,KVB,TRO,MON
MON,DSA,DSS,MID,OSC,MON
MON,DSA,DSS,MID,TRO,MON
MON,DSA,DSS,OSC,TRO,MON
MON,DSA,KVB,MID,NLNVAL,MON
MON,DSA,KVB,MID,OSC,MON
MON,DSA,KVB,MID,OSOVFB,MON
MON,DSA,KVB,MID,TENTRB,MON
MON,DSA,KVB,MID,TEQTRC,MON
MON,DSA,KVB,MID,TRO,MON
MON,DSA,KVB,NLNVAL,OSC,MON
MON,DSA,KVB,NLNVAL,TRO,MON
MON,DSA,KVB,OSC,OSOVFB,MON
MON,DSA,KVB,OSC,TENTRB,MON
MON,DSA,KVB,OSC,TEQTRC,MON
MON,DSA,KVB,OSC,TRO,MON
MON,DSA,KVB,OSE,TRO,MON
MON,DSA,KVB,OSOVFB,TRO,MON
MON,DSA,KVB,TENTRB,TRO,MON
MON,DSA,KVB,TEQTRC,TRO,MON
MON,DSA,MID,NLNVAL,OSC,MON
MON,DSA,MID,NLNVAL,TRO,MON
MON,DSA,MID,OSC,OSOVFB,MON
MON,DSA,MID,OSC,TENTRB,MON
MON,DSA,MID,OSC,TEQTRC,MON
MON,DSA,MID,OSC,TRO,MON
MON,DSA,MID,OSE,TRO,MON
MON,DSA,MID,OSOVFB,TRO,MON
MON,DSA,MID,TENTRB,TRO,MON
MON,DSA,MID,TEQTRC,TRO,MON
MON,DSA,NLNVAL,OSC,TRO,MON
MON,DSA,OSC,OSOVFB,TRO,MON
MON,DSA,OSC,TENTRB,TRO,MON
MON,DSA,OSC,TEQTRC,TRO,MON
MON,DSA,TENTRB,TEQTRC,TRO,MON
MON,DSS,KVB,MID,NLNVAL,MON
MON,DSS,KVB,MID,OSC,MON
MON,DSS,KVB,MID,OSOVFB,MON
MON,DSS,KVB,MID,TENTRB,MON
MON,DSS,KVB,MID,TEQTRC,MON
MON,DSS,KVB,MID,TRO,MON
MON,DSS,KVB,NLNVAL,OSC,MON
MON,DSS,KVB,NLNVAL,TRO,MON
MON,DSS,KVB,OSC,OSOVFB,MON
MON,DSS,KVB,OSC,TENTRB,MON
MON,DSS,KVB,OSC,TEQTRC,MON
MON,DSS,KVB,OSC,TRO,MON
MON,DSS,KVB,OSE,TRO,MON
MON,DSS,KVB,OSOVFB,TRO,MON
MON,DSS,KVB,TENTRB,TRO,MON
MON,DSS,KVB,TEQTRC,TRO,MON
MON,DSS,MID,NLNVAL,OSC,MON
MON,DSS,MID,NLNVAL,TRO,MON
MON,DSS,MID,OSC,OSOVFB,MON
MON,DSS,MID,OSC,TENTRB,MON
MON,DSS,MID,OSC,TEQTRC,MON
MON,DSS,MID,OSC,TRO,MON
MON,DSS,MID,OSE,TRO,MON
MON,DSS,MID,OSOVFB,TRO,MON
MON,DSS,MID,TENTRB,TRO,MON
MON,DSS,MID,TEQTRC,TRO,MON
MON,DSS,NLNVAL,OSC,TRO,MON
MON,DSS,OSC,OSOVFB,TRO,MON
MON,DSS,OSC,TENTRB,TRO,MON
MON,DSS,OSC,TEQTRC,TRO,MON
MON,DSS,TENTRB,TEQTRC,TRO,MON
MON,KVB,MID,NLNVAL,OSC,MON
MON,KVB,MID,NLNVAL,OSOVFB,MON
MON,KVB,MID,NLNVAL,TENTRB,MON
MON,KVB,MID,NLNVAL,TEQTRC,MON
MON,KVB,MID,NLNVAL,TRO,MON
MON,KVB,MID,OSC,OSE,MON
MON,KVB,MID,OSC,OSOVFB,MON
MON,KVB,MID,OSC,TENTRB,MON
MON,KVB,MID,OSC,TEQTRC,MON
MON,KVB,MID,OSC,TRO,MON
MON,KVB,MID,OSE,TENTRB,MON
MON,KVB,MID,OSE,TRO,MON
MON,KVB,MID,OSOVFB,TENTRB,MON
MON,KVB,MID,OSOVFB,TEQTRC,MON
MON,KVB,MID,OSOVFB,TRO,MON
MON,KVB,MID,TENTRB,TEQTRC,MON
MON,KVB,MID,TENTRB,TRO,MON
MON,KVB,MID,TEQTRC,TRO,MON
MON,KVB,NLNVAL,OSC,OSOVFB,MON
MON,KVB,NLNVAL,OSC,TENTRB,MON
MON,KVB,NLNVAL,OSC,TEQTRC,MON
MON,KVB,NLNVAL,OSC,TRO,MON
MON,KVB,NLNVAL,OSE,TRO,MON
MON,KVB,NLNVAL,OSOVFB,TRO,MON
MON,KVB,NLNVAL,TENTRB,TRO,MON
MON,KVB,NLNVAL,TEQTRC,TRO,MON
MON,KVB,OSC,OSE,TRO,MON
MON,KVB,OSC,OSOVFB,TENTRB,MON
MON,KVB,OSC,OSOVFB,TEQTRC,MON
MON,KVB,OSC,OSOVFB,TRO,MON
MON,KVB,OSC,TENTRB,TEQTRC,MON
MON,KVB,OSC,TENTRB,TRO,MON
MON,KVB,OSC,TEQTRC,TRO,MON
MON,KVB,OSE,OSOVFB,TRO,MON
MON,KVB,OSE,TENTRB,TRO,MON
MON,KVB,OSE,TEQTRC,TRO,MON
MON,KVB,OSOVFB,TENTRB,TRO,MON
MON,KVB,OSOVFB,TEQTRC,TRO,MON
MON,KVB,TENTRB,TEQTRC,TRO,MON
MON,MID,NLNVAL,OSC,OSOVFB,MON
MON,MID,NLNVAL,OSC,TENTRB,MON
MON,MID,NLNVAL,OSC,TEQTRC,MON
MON,MID,NLNVAL,OSC,TRO,MON
MON,MID,NLNVAL,OSE,TRO,MON
MON,MID,NLNVAL,OSOVFB,TRO,MON
MON,MID,NLNVAL,TENTRB,TRO,MON
MON,MID,NLNVAL,TEQTRC,TRO,MON
MON,MID,OSC,OSE,TRO,MON
MON,MID,OSC,OSOVFB,TENTRB,MON
MON,MID,OSC,OSOVFB,TEQTRC,MON
MON,MID,OSC,OSOVFB,TRO,MON
MON,MID,OSC,TENTRB,TEQTRC,MON
MON,MID,OSC,TENTRB,TRO,MON
MON,MID,OSC,TEQTRC,TRO,MON
MON,MID,OSE,OSOVFB,TRO,MON
MON,MID,OSE,TENTRB,TRO,MON
MON,MID,OSE,TEQTRC,TRO,MON
MON,MID,OSOVFB,TENTRB,TRO,MON
MON,MID,OSOVFB,TEQTRC,TRO,MON
MON,MID,TENTRB,TEQTRC,TRO,MON
MON,NLNVAL,OSC,OSOVFB,TRO,MON
MON,NLNVAL,OSC,TENTRB,TRO,MON
MON,NLNVAL,OSC,TEQTRC,TRO,MON
MON,NLNVAL,TENTRB,TEQTRC,TRO,MON
MON,OSC,OSE,TENTRB,TRO,MON
MON,OSC,OSOVFB,TENTRB,TRO,MON
MON,OSC,OSOVFB,TEQTRC,TRO,MON
MON,OSC,TENTRB,TEQTRC,TRO,MON
MON,OSOVFB,TENTRB,TEQTRC,TRO,MON
MON,APTOSS,KVB,MID,OSC,TRO,MON
MON,ASL,KVB,MID,OSC,TRO,MON
MON,ASL,KVB,MID,TENTRB,TRO,MON
MON,DSA,KVB,MID,OSC,TRO,MON
MON,DSS,KVB,MID,OSC,TRO,MON
MON,KVB,MID,NLNVAL,OSC,TRO,MON
MON,KVB,MID,OSC,OSOVFB,TRO,MON
MON,KVB,MID,OSC,TENTRB,TRO,MON
MON,KVB,MID,OSC,TEQTRC,TRO,MON
MON,KVB,MID,TENTRB,TEQTRC,TRO,MON
