MON,APT,MON
MON,ASL,MON
MON,KVB,MON
MON,MID,MON
MON,NLNVAL,MON
MON,OSC,MON
MON,OSE,MON
MON,OSO,MON
MON,OSS,MON
MON,TEN,MON
MON,TEQ,MON
MON,TRB,MON
MON,TRC,MON
MON,TRO,MON
MON,VFB,MON
MON,APT,NLNVAL,KVB,MON
MON,APT,OSC,KVB,MON
MON,APT,OSE,KVB,MON
MON,APT,OSO,KVB,MON
MON,APT,OSS,KVB,MON
MON,KVB,APT,TEN,MON
MON,TEQ,KVB,APT,MON
MON,APT,KVB,TRB,MON
MON,APT,KVB,TRC,MON
MON,KVB,APT,TRO,MON
MON,APT,VFB,KVB,MON
MON,APT,MID,NLNVAL,MON
MON,APT,MID,OSC,MON
MON,OSE,MID,APT,MON
MON,APT,MID,OSO,MON
MON,MID,APT,OSS,MON
MON,APT,MID,TEN,MON
MON,APT,MID,TEQ,MON
MON,TRB,MID,APT,MON
MON,APT,MID,TRC,MON
MON,MID,APT,TRO,MON
MON,APT,MID,VFB,MON
MON,APT,OSC,NLNVAL,MON
MON,APT,OSE,NLNVAL,MON
MON,APT,OSO,NLNVAL,MON
MON,APT,OSS,NLNVAL,MON
MON,TEN,APT,NLNVAL,MON
MON,APT,NLNVAL,TEQ,MON
MON,APT,NLNVAL,TRB,MON
MON,APT,NLNVAL,TRC,MON
MON,NLNVAL,APT,TRO,MON
MON,APT,VFB,NLNVAL,MON
MON,APT,OSE,OSC,MON
MON,APT,OSC,OSO,MON
MON,APT,OSS,OSC,MON
MON,APT,OSC,TEN,MON
MON,APT,OSC,TEQ,MON
MON,APT,OSC,TRB,MON
MON,APT,OSC,TRC,MON
MON,OSC,APT,TRO,MON
MON,APT,OSC,VFB,MON
MON,APT,OSE,OSO,MON
MON,APT,OSS,OSE,MON
MON,APT,OSE,TEN,MON
MON,APT,OSE,TEQ,MON
MON,APT,OSE,TRB,MON
MON,APT,OSE,TRC,MON
MON,APT,OSE,TRO,MON
MON,APT,OSE,VFB,MON
MON,APT,OSS,OSO,MON
MON,TEN,OSO,APT,MON
MON,APT,OSO,TEQ,MON
MON,TRB,OSO,APT,MON
MON,APT,OSO,TRC,MON
MON,OSO,APT,TRO,MON
MON,APT,OSO,VFB,MON
MON,APT,OSS,TEN,MON
MON,APT,OSS,TEQ,MON
MON,APT,OSS,TRB,MON
MON,APT,OSS,TRC,MON
MON,APT,OSS,TRO,MON
MON,APT,OSS,VFB,MON
MON,TEN,APT,TEQ,MON
MON,APT,TEN,TRB,MON
MON,TEN,APT,TRC,MON
MON,TEN,APT,TRO,MON
MON,APT,VFB,TEN,MON
MON,TEQ,APT,TRB,MON
MON,APT,TEQ,TRC,MON
MON,TEQ,APT,TRO,MON
MON,APT,VFB,TEQ,MON
MON,TRB,APT,TRC,MON
MON,TRO,APT,TRB,MON
MON,APT,VFB,TRB,MON
MON,TRC,APT,TRO,MON
MON,APT,VFB,TRC,MON
MON,TRO,APT,VFB,MON
MON,KVB,ASL,MID,MON
MON,KVB,ASL,NLNVAL,MON
MON,KVB,ASL,OSC,MON
MON,KVB,ASL,OSE,MON
MON,KVB,ASL,OSO,MON
MON,KVB,ASL,OSS,MON
MON,KVB,ASL,TEN,MON
MON,KVB,ASL,TEQ,MON
MON,KVB,ASL,TRB,MON
MON,KVB,ASL,TRC,MON
MON,KVB,ASL,TRO,MON
MON,KVB,ASL,VFB,MON
MON,MID,ASL,NLNVAL,MON
MON,ASL,MID,OSC,MON
MON,OSE,MID,ASL,MON
MON,OSO,MID,ASL,MON
MON,ASL,MID,OSS,MON
MON,TEN,MID,ASL,MON
MON,MID,ASL,TEQ,MON
MON,TRB,MID,ASL,MON
MON,MID,ASL,TRC,MON
MON,ASL,MID,TRO,MON
MON,ASL,MID,VFB,MON
MON,NLNVAL,ASL,OSC,MON
MON,NLNVAL,ASL,OSE,MON
MON,NLNVAL,ASL,OSO,MON
MON,OSS,ASL,NLNVAL,MON
MON,NLNVAL,ASL,TEN,MON
MON,NLNVAL,ASL,TEQ,MON
MON,NLNVAL,ASL,TRB,MON
MON,ASL,NLNVAL,TRC,MON
MON,NLNVAL,ASL,TRO,MON
MON,NLNVAL,ASL,VFB,MON
MON,ASL,OSC,OSE,MON
MON,ASL,OSC,OSO,MON
MON,ASL,OSC,OSS,MON
MON,ASL,OSC,TEN,MON
MON,OSC,ASL,TEQ,MON
MON,ASL,OSC,TRB,MON
MON,OSC,ASL,TRC,MON
MON,ASL,OSC,TRO,MON
MON,OSC,ASL,VFB,MON
MON,ASL,OSO,OSE,MON
MON,ASL,OSE,OSS,MON
MON,TEN,OSE,ASL,MON
MON,OSE,ASL,TEQ,MON
MON,ASL,OSE,TRB,MON
MON,OSE,ASL,TRC,MON
MON,ASL,OSE,TRO,MON
MON,OSE,ASL,VFB,MON
MON,ASL,OSO,OSS,MON
MON,ASL,OSO,TEN,MON
MON,ASL,OSO,TEQ,MON
MON,ASL,OSO,TRB,MON
MON,ASL,OSO,TRC,MON
MON,ASL,OSO,TRO,MON
MON,ASL,VFB,OSO,MON
MON,TEN,OSS,ASL,MON
MON,ASL,OSS,TEQ,MON
MON,ASL,OSS,TRB,MON
MON,ASL,OSS,TRC,MON
MON,ASL,OSS,TRO,MON
MON,OSS,ASL,VFB,MON
MON,TEN,ASL,TEQ,MON
MON,ASL,TRB,TEN,MON
MON,TEN,ASL,TRC,MON
MON,ASL,TEN,TRO,MON
MON,TEN,VFB,ASL,MON
MON,TEQ,ASL,TRB,MON
MON,TRC,TEQ,ASL,MON
MON,TEQ,ASL,TRO,MON
MON,ASL,VFB,TEQ,MON
MON,TRB,ASL,TRC,MON
MON,ASL,TRB,TRO,MON
MON,ASL,VFB,TRB,MON
MON,TRC,ASL,TRO,MON
MON,ASL,VFB,TRC,MON
MON,ASL,VFB,TRO,MON
MON,KVB,NLNVAL,MID,MON
MON,KVB,MID,OSC,MON
MON,OSE,MID,KVB,MON
MON,OSO,MID,KVB,MON
MON,OSS,MID,KVB,MON
MON,KVB,MID,TEN,MON
MON,MID,KVB,TEQ,MON
MON,TRB,MID,KVB,MON
MON,MID,KVB,TRC,MON
MON,KVB,MID,TRO,MON
MON,KVB,MID,VFB,MON
MON,KVB,NLNVAL,OSC,MON
MON,OSE,NLNVAL,KVB,MON
MON,KVB,NLNVAL,OSO,MON
MON,KVB,NLNVAL,OSS,MON
MON,KVB,NLNVAL,TEN,MON
MON,KVB,NLNVAL,TEQ,MON
MON,TRB,NLNVAL,KVB,MON
MON,KVB,NLNVAL,TRC,MON
MON,KVB,NLNVAL,TRO,MON
MON,VFB,NLNVAL,KVB,MON
MON,KVB,OSC,OSE,MON
MON,KVB,OSC,OSO,MON
MON,KVB,OSC,OSS,MON
MON,KVB,OSC,TEN,MON
MON,OSC,KVB,TEQ,MON
MON,KVB,OSC,TRB,MON
MON,OSC,KVB,TRC,MON
MON,KVB,OSC,TRO,MON
MON,KVB,VFB,OSC,MON
MON,KVB,OSO,OSE,MON
MON,OSS,OSE,KVB,MON
MON,KVB,OSE,TEN,MON
MON,OSE,KVB,TEQ,MON
MON,KVB,OSE,TRB,MON
MON,OSE,KVB,TRC,MON
MON,KVB,OSE,TRO,MON
MON,KVB,VFB,OSE,MON
MON,KVB,OSO,OSS,MON
MON,KVB,OSO,TEN,MON
MON,TEQ,OSO,KVB,MON
MON,KVB,OSO,TRB,MON
MON,KVB,OSO,TRC,MON
MON,KVB,OSO,TRO,MON
MON,KVB,VFB,OSO,MON
MON,KVB,OSS,TEN,MON
MON,KVB,OSS,TEQ,MON
MON,KVB,OSS,TRB,MON
MON,KVB,OSS,TRC,MON
MON,KVB,OSS,TRO,MON
MON,KVB,VFB,OSS,MON
MON,TEN,KVB,TEQ,MON
MON,KVB,TRB,TEN,MON
MON,TEN,KVB,TRC,MON
MON,KVB,TEN,TRO,MON
MON,KVB,VFB,TEN,MON
MON,TEQ,KVB,TRB,MON
MON,KVB,TEQ,TRC,MON
MON,TEQ,KVB,TRO,MON
MON,KVB,VFB,TEQ,MON
MON,TRB,KVB,TRC,MON
MON,KVB,TRB,TRO,MON
MON,KVB,VFB,TRB,MON
MON,TRC,KVB,TRO,MON
MON,KVB,VFB,TRC,MON
MON,KVB,VFB,TRO,MON
MON,NLNVAL,MID,OSC,MON
MON,NLNVAL,MID,OSE,MON
MON,NLNVAL,MID,OSO,MON
MON,NLNVAL,MID,OSS,MON
MON,TEN,MID,NLNVAL,MON
MON,MID,NLNVAL,TEQ,MON
MON,NLNVAL,MID,TRB,MON
MON,MID,NLNVAL,TRC,MON
MON,NLNVAL,MID,TRO,MON
MON,NLNVAL,MID,VFB,MON
MON,OSC,MID,OSE,MON
MON,OSC,MID,OSO,MON
MON,OSC,MID,OSS,MON
MON,MID,OSC,TEN,MON
MON,OSC,MID,TEQ,MON
MON,OSC,MID,TRB,MON
MON,OSC,MID,TRC,MON
MON,OSC,MID,TRO,MON
MON,OSC,MID,VFB,MON
MON,OSE,MID,OSO,MON
MON,OSE,MID,OSS,MON
MON,OSE,MID,TEN,MON
MON,OSE,MID,TEQ,MON
MON,OSE,MID,TRB,MON
MON,OSE,MID,TRC,MON
MON,MID,OSE,TRO,MON
MON,OSE,MID,VFB,MON
MON,OSO,MID,OSS,MON
MON,OSO,MID,TEN,MON
MON,MID,OSO,TEQ,MON
MON,OSO,MID,TRB,MON
MON,MID,OSO,TRC,MON
MON,OSO,MID,TRO,MON
MON,OSO,MID,VFB,MON
MON,TEN,OSS,MID,MON
MON,MID,OSS,TEQ,MON
MON,MID,OSS,TRB,MON
MON,MID,OSS,TRC,MON
MON,MID,OSS,TRO,MON
MON,OSS,MID,VFB,MON
MON,TEN,MID,TEQ,MON
MON,TEN,MID,TRB,MON
MON,TRC,MID,TEN,MON
MON,TEN,MID,TRO,MON
MON,MID,VFB,TEN,MON
MON,TEQ,MID,TRB,MON
MON,MID,TEQ,TRC,MON
MON,TEQ,MID,TRO,MON
MON,MID,VFB,TEQ,MON
MON,TRB,MID,TRC,MON
MON,TRB,MID,TRO,MON
MON,MID,VFB,TRB,MON
MON,TRC,MID,TRO,MON
MON,MID,VFB,TRC,MON
MON,VFB,MID,TRO,MON
MON,NLNVAL,OSC,OSE,MON
MON,NLNVAL,OSC,OSO,MON
MON,NLNVAL,OSC,OSS,MON
MON,NLNVAL,OSC,TEN,MON
MON,OSC,NLNVAL,TEQ,MON
MON,NLNVAL,OSC,TRB,MON
MON,OSC,NLNVAL,TRC,MON
MON,NLNVAL,OSC,TRO,MON
MON,NLNVAL,VFB,OSC,MON
MON,NLNVAL,OSO,OSE,MON
MON,NLNVAL,OSE,OSS,MON
MON,NLNVAL,OSE,TEN,MON
MON,TEQ,NLNVAL,OSE,MON
MON,NLNVAL,OSE,TRB,MON
MON,OSE,NLNVAL,TRC,MON
MON,NLNVAL,OSE,TRO,MON
MON,NLNVAL,VFB,OSE,MON
MON,NLNVAL,OSO,OSS,MON
MON,NLNVAL,OSO,TEN,MON
MON,NLNVAL,OSO,TEQ,MON
MON,NLNVAL,OSO,TRB,MON
MON,NLNVAL,OSO,TRC,MON
MON,NLNVAL,OSO,TRO,MON
MON,NLNVAL,VFB,OSO,MON
MON,TEN,OSS,NLNVAL,MON
MON,TEQ,OSS,NLNVAL,MON
MON,TRB,OSS,NLNVAL,MON
MON,TRC,OSS,NLNVAL,MON
MON,NLNVAL,OSS,TRO,MON
MON,NLNVAL,VFB,OSS,MON
MON,TEN,NLNVAL,TEQ,MON
MON,NLNVAL,TRB,TEN,MON
MON,TEN,NLNVAL,TRC,MON
MON,NLNVAL,TEN,TRO,MON
MON,TEN,VFB,NLNVAL,MON
MON,TEQ,NLNVAL,TRB,MON
MON,NLNVAL,TEQ,TRC,MON
MON,TEQ,NLNVAL,TRO,MON
MON,NLNVAL,VFB,TEQ,MON
MON,TRB,NLNVAL,TRC,MON
MON,NLNVAL,TRB,TRO,MON
MON,NLNVAL,VFB,TRB,MON
MON,TRC,NLNVAL,TRO,MON
MON,NLNVAL,VFB,TRC,MON
MON,NLNVAL,VFB,TRO,MON
MON,OSE,OSC,OSO,MON
MON,OSC,OSE,OSS,MON
MON,TEN,OSC,OSE,MON
MON,OSE,OSC,TEQ,MON
MON,OSE,OSC,TRB,MON
MON,OSE,OSC,TRC,MON
MON,OSC,OSE,TRO,MON
MON,VFB,OSC,OSE,MON
MON,OSO,OSC,OSS,MON
MON,TEN,OSC,OSO,MON
MON,TEQ,OSO,OSC,MON
MON,OSC,OSO,TRB,MON
MON,OSC,OSO,TRC,MON
MON,OSO,OSC,TRO,MON
MON,OSC,OSO,VFB,MON
MON,OSC,OSS,TEN,MON
MON,OSC,OSS,TEQ,MON
MON,OSC,OSS,TRB,MON
MON,OSC,OSS,TRC,MON
MON,OSC,OSS,TRO,MON
MON,OSS,OSC,VFB,MON
MON,TEN,OSC,TEQ,MON
MON,TEN,OSC,TRB,MON
MON,TEN,OSC,TRC,MON
MON,TEN,OSC,TRO,MON
MON,TEN,VFB,OSC,MON
MON,TEQ,OSC,TRB,MON
MON,OSC,TEQ,TRC,MON
MON,TEQ,OSC,TRO,MON
MON,OSC,VFB,TEQ,MON
MON,TRB,OSC,TRC,MON
MON,TRB,OSC,TRO,MON
MON,OSC,VFB,TRB,MON
MON,TRC,OSC,TRO,MON
MON,OSC,VFB,TRC,MON
MON,TRO,OSC,VFB,MON
MON,OSO,OSE,OSS,MON
MON,OSO,OSE,TEN,MON
MON,TEQ,OSO,OSE,MON
MON,OSE,OSO,TRB,MON
MON,OSE,OSO,TRC,MON
MON,TRO,OSE,OSO,MON
MON,OSE,OSO,VFB,MON
MON,OSE,OSS,TEN,MON
MON,OSE,OSS,TEQ,MON
MON,OSE,OSS,TRB,MON
MON,OSE,OSS,TRC,MON
MON,TRO,OSS,OSE,MON
MON,OSS,OSE,VFB,MON
MON,TEN,OSE,TEQ,MON
MON,TRB,OSE,TEN,MON
MON,TEN,OSE,TRC,MON
MON,TEN,OSE,TRO,MON
MON,OSE,VFB,TEN,MON
MON,TEQ,OSE,TRB,MON
MON,OSE,TEQ,TRC,MON
MON,TRO,OSE,TEQ,MON
MON,OSE,VFB,TEQ,MON
MON,TRB,OSE,TRC,MON
MON,TRO,OSE,TRB,MON
MON,OSE,VFB,TRB,MON
MON,TRC,OSE,TRO,MON
MON,OSE,VFB,TRC,MON
MON,TRO,OSE,VFB,MON
MON,TEN,OSS,OSO,MON
MON,TEQ,OSO,OSS,MON
MON,OSO,OSS,TRB,MON
MON,TRC,OSO,OSS,MON
MON,OSO,OSS,TRO,MON
MON,OSS,OSO,VFB,MON
MON,TEN,OSO,TEQ,MON
MON,TEN,OSO,TRB,MON
MON,TEN,OSO,TRC,MON
MON,TEN,OSO,TRO,MON
MON,OSO,VFB,TEN,MON
MON,TEQ,OSO,TRB,MON
MON,TEQ,OSO,TRC,MON
MON,TEQ,OSO,TRO,MON
MON,TEQ,OSO,VFB,MON
MON,TRB,OSO,TRC,MON
MON,TRB,OSO,TRO,MON
MON,OSO,VFB,TRB,MON
MON,TRO,OSO,TRC,MON
MON,TRC,OSO,VFB,MON
MON,TRO,OSO,VFB,MON
MON,TEN,OSS,TEQ,MON
MON,TEN,OSS,TRB,MON
MON,TEN,OSS,TRC,MON
MON,TEN,OSS,TRO,MON
MON,TEN,OSS,VFB,MON
MON,TEQ,OSS,TRB,MON
MON,TEQ,OSS,TRC,MON
MON,TEQ,OSS,TRO,MON
MON,OSS,VFB,TEQ,MON
MON,TRB,OSS,TRC,MON
MON,TRB,OSS,TRO,MON
MON,TRB,OSS,VFB,MON
MON,TRC,OSS,TRO,MON
MON,OSS,VFB,TRC,MON
MON,VFB,OSS,TRO,MON
MON,TEQ,TEN,TRB,MON
MON,TEN,TEQ,TRC,MON
MON,TEQ,TEN,TRO,MON
MON,TEN,VFB,TEQ,MON
MON,TRB,TEN,TRC,MON
MON,TEN,TRB,TRO,MON
MON,TEN,VFB,TRB,MON
MON,TRC,TEN,TRO,MON
MON,TEN,VFB,TRC,MON
MON,TRO,VFB,TEN,MON
MON,TRB,TEQ,TRC,MON
MON,TEQ,TRB,TRO,MON
MON,TEQ,VFB,TRB,MON
MON,TRC,TEQ,TRO,MON
MON,TEQ,VFB,TRC,MON
MON,TEQ,VFB,TRO,MON
MON,TRC,TRB,TRO,MON
MON,TRB,VFB,TRC,MON
MON,TRO,TRB,VFB,MON
MON,TRC,VFB,TRO,MON
MON,APT,MID,ASL,KVB,MON
MON,KVB,NLNVAL,ASL,APT,MON
MON,APT,OSC,ASL,KVB,MON
MON,APT,OSE,ASL,KVB,MON
MON,APT,OSO,ASL,KVB,MON
MON,APT,OSS,ASL,KVB,MON
MON,KVB,ASL,APT,TEN,MON
MON,APT,ASL,KVB,TRB,MON
MON,KVB,ASL,APT,TRO,MON
MON,APT,ASL,KVB,VFB,MON
MON,APT,MID,ASL,NLNVAL,MON
MON,ASL,MID,APT,OSC,MON
MON,ASL,MID,APT,OSE,MON
MON,APT,MID,ASL,OSO,MON
MON,ASL,MID,APT,OSS,MON
MON,ASL,MID,APT,TEN,MON
MON,APT,MID,ASL,TRB,MON
MON,ASL,MID,APT,TRO,MON
MON,APT,MID,ASL,VFB,MON
MON,APT,OSC,ASL,NLNVAL,MON
MON,APT,OSO,ASL,NLNVAL,MON
MON,APT,OSS,ASL,NLNVAL,MON
MON,NLNVAL,ASL,APT,TEN,MON
MON,NLNVAL,ASL,APT,TRO,MON
MON,APT,ASL,NLNVAL,VFB,MON
MON,APT,OSE,OSC,ASL,MON
MON,APT,OSC,OSO,ASL,MON
MON,APT,OSS,OSC,ASL,MON
MON,ASL,OSC,APT,TEN,MON
MON,APT,OSC,ASL,TRB,MON
MON,ASL,OSC,APT,TRO,MON
MON,APT,OSC,ASL,VFB,MON
MON,APT,OSE,OSO,ASL,MON
MON,APT,OSS,OSE,ASL,MON
MON,TEN,APT,OSE,ASL,MON
MON,TRO,APT,OSE,ASL,MON
MON,APT,OSE,ASL,VFB,MON
MON,APT,OSS,OSO,ASL,MON
MON,APT,ASL,OSO,TEN,MON
MON,APT,ASL,OSO,TRB,MON
MON,ASL,OSO,APT,TRO,MON
MON,ASL,VFB,OSO,APT,MON
MON,TEN,OSS,APT,ASL,MON
MON,TRB,OSS,APT,ASL,MON
MON,ASL,OSS,APT,TRO,MON
MON,APT,OSS,ASL,VFB,MON
MON,ASL,APT,TEN,TRB,MON
MON,TEN,ASL,APT,TRO,MON
MON,APT,ASL,VFB,TEN,MON
MON,TRO,APT,ASL,TRB,MON
MON,APT,ASL,VFB,TRB,MON
MON,TRO,APT,ASL,VFB,MON
MON,APT,MID,NLNVAL,KVB,MON
MON,OSC,APT,MID,KVB,MON
MON,KVB,MID,APT,OSE,MON
MON,KVB,MID,APT,OSO,MON
MON,OSS,APT,MID,KVB,MON
MON,TEN,APT,MID,KVB,MON
MON,TEQ,KVB,MID,APT,MON
MON,APT,MID,KVB,TRB,MON
MON,APT,MID,KVB,TRC,MON
MON,KVB,MID,APT,TRO,MON
MON,APT,MID,KVB,VFB,MON
MON,APT,OSC,NLNVAL,KVB,MON
MON,APT,OSO,NLNVAL,KVB,MON
MON,APT,OSS,NLNVAL,KVB,MON
MON,TEN,APT,NLNVAL,KVB,MON
MON,TEQ,KVB,NLNVAL,APT,MON
MON,TRB,KVB,NLNVAL,APT,MON
MON,APT,NLNVAL,KVB,TRC,MON
MON,KVB,NLNVAL,APT,TRO,MON
MON,APT,VFB,NLNVAL,KVB,MON
MON,APT,OSE,OSC,KVB,MON
MON,APT,OSC,OSO,KVB,MON
MON,APT,OSS,OSC,KVB,MON
MON,TEN,APT,OSC,KVB,MON
MON,APT,OSC,KVB,TEQ,MON
MON,APT,OSC,KVB,TRB,MON
MON,APT,OSC,KVB,TRC,MON
MON,KVB,OSC,APT,TRO,MON
MON,APT,OSC,VFB,KVB,MON
MON,APT,OSE,OSO,KVB,MON
MON,APT,OSS,OSE,KVB,MON
MON,KVB,OSE,APT,TEN,MON
MON,TEQ,KVB,OSE,APT,MON
MON,APT,OSE,KVB,TRB,MON
MON,APT,OSE,KVB,TRC,MON
MON,KVB,OSE,APT,TRO,MON
MON,APT,OSE,VFB,KVB,MON
MON,APT,OSS,OSO,KVB,MON
MON,KVB,OSO,APT,TEN,MON
MON,KVB,APT,OSO,TEQ,MON
MON,APT,OSO,KVB,TRB,MON
MON,KVB,APT,OSO,TRC,MON
MON,KVB,OSO,APT,TRO,MON
MON,APT,OSO,VFB,KVB,MON
MON,KVB,APT,OSS,TEN,MON
MON,KVB,APT,OSS,TEQ,MON
MON,KVB,APT,OSS,TRB,MON
MON,TRC,OSS,APT,KVB,MON
MON,KVB,OSS,APT,TRO,MON
MON,APT,OSS,VFB,KVB,MON
MON,TEQ,KVB,APT,TEN,MON
MON,KVB,APT,TEN,TRB,MON
MON,TEN,APT,KVB,TRC,MON
MON,TEN,KVB,APT,TRO,MON
MON,TEN,VFB,KVB,APT,MON
MON,TEQ,KVB,APT,TRB,MON
MON,APT,KVB,TEQ,TRC,MON
MON,TEQ,KVB,APT,TRO,MON
MON,TEQ,VFB,KVB,APT,MON
MON,TRB,APT,KVB,TRC,MON
MON,TRO,APT,KVB,TRB,MON
MON,APT,KVB,VFB,TRB,MON
MON,TRC,KVB,APT,TRO,MON
MON,APT,KVB,VFB,TRC,MON
MON,KVB,VFB,APT,TRO,MON
MON,OSC,APT,MID,NLNVAL,MON
MON,APT,MID,NLNVAL,OSO,MON
MON,NLNVAL,MID,APT,OSS,MON
MON,NLNVAL,MID,APT,TEN,MON
MON,APT,MID,NLNVAL,TEQ,MON
MON,APT,MID,NLNVAL,TRB,MON
MON,APT,MID,NLNVAL,TRC,MON
MON,NLNVAL,MID,APT,TRO,MON
MON,APT,MID,NLNVAL,VFB,MON
MON,OSC,MID,APT,OSE,MON
MON,APT,MID,OSC,OSO,MON
MON,OSC,MID,APT,OSS,MON
MON,APT,MID,OSC,TEN,MON
MON,APT,MID,OSC,TEQ,MON
MON,TRB,OSC,MID,APT,MON
MON,APT,MID,OSC,TRC,MON
MON,OSC,MID,APT,TRO,MON
MON,APT,MID,OSC,VFB,MON
MON,OSO,MID,APT,OSE,MON
MON,OSE,MID,APT,OSS,MON
MON,APT,MID,OSE,TEN,MON
MON,TEQ,OSE,MID,APT,MON
MON,APT,MID,OSE,TRB,MON
MON,APT,MID,OSE,TRC,MON
MON,APT,MID,OSE,TRO,MON
MON,OSE,APT,MID,VFB,MON
MON,OSO,MID,APT,OSS,MON
MON,TEN,OSO,MID,APT,MON
MON,APT,MID,OSO,TEQ,MON
MON,TRB,OSO,MID,APT,MON
MON,APT,MID,OSO,TRC,MON
MON,OSO,MID,APT,TRO,MON
MON,APT,MID,OSO,VFB,MON
MON,TEN,OSS,APT,MID,MON
MON,MID,APT,OSS,TEQ,MON
MON,MID,APT,OSS,TRB,MON
MON,MID,APT,OSS,TRC,MON
MON,MID,APT,OSS,TRO,MON
MON,OSS,APT,MID,VFB,MON
MON,TEQ,MID,APT,TEN,MON
MON,APT,MID,TEN,TRB,MON
MON,TEN,APT,MID,TRC,MON
MON,TEN,MID,APT,TRO,MON
MON,APT,MID,VFB,TEN,MON
MON,TEQ,MID,APT,TRB,MON
MON,APT,MID,TEQ,TRC,MON
MON,TEQ,MID,APT,TRO,MON
MON,APT,MID,VFB,TEQ,MON
MON,TRC,MID,APT,TRB,MON
MON,TRB,MID,APT,TRO,MON
MON,APT,MID,VFB,TRB,MON
MON,TRC,MID,APT,TRO,MON
MON,TRC,VFB,MID,APT,MON
MON,VFB,MID,APT,TRO,MON
MON,APT,OSC,OSO,NLNVAL,MON
MON,APT,OSS,OSC,NLNVAL,MON
MON,NLNVAL,OSC,APT,TEN,MON
MON,APT,OSC,NLNVAL,TEQ,MON
MON,APT,OSC,NLNVAL,TRB,MON
MON,APT,OSC,NLNVAL,TRC,MON
MON,NLNVAL,OSC,APT,TRO,MON
MON,APT,OSC,VFB,NLNVAL,MON
MON,APT,OSS,OSO,NLNVAL,MON
MON,NLNVAL,OSO,APT,TEN,MON
