MON,APT,MON
MON,ASL,MON
MON,DAB,MON
MON,DSA,MON
MON,DSS,MON
MON,GFAGFB,MON
MON,GFC,MON
MON,KVB,MON
MON,MID,MON
MON,NLNVAL,MON
MON,OSC,MON
MON,OSE,MON
MON,OSO,MON
MON,OSS,MON
MON,STA,MON
MON,STB,MON
MON,STC,MON
MON,TENTRB,MON
MON,TEQTRC,MON
MON,TRO,MON
MON,VFB,MON
MON,APT,MID,OSC,STB,MON
MON,APT,MID,OSC,STC,MON
MON,APT,MID,OSC,TENTRB,MON
MON,APT,MID,OSC,TEQTRC,MON
MON,APT,MID,OSC,TRO,MON
MON,APT,MID,OSC,VFB,MON
MON,APT,MID,OSE,OSO,MON
MON,APT,MID,OSE,OSS,MON
MON,APT,MID,OSE,STA,MON
MON,APT,MID,OSE,STB,MON
MON,APT,MID,OSE,STC,MON
MON,APT,MID,OSE,TENTRB,MON
MON,APT,MID,OSE,TEQTRC,MON
MON,APT,MID,OSE,TRO,MON
MON,APT,MID,OSE,VFB,MON
MON,APT,MID,OSO,OSS,MON
MON,APT,MID,OSO,STA,MON
MON,APT,MID,OSO,STB,MON
MON,APT,MID,OSO,STC,MON
MON,APT,MID,OSO,TENTRB,MON
MON,APT,MID,OSO,TEQTRC,MON
MON,APT,MID,OSO,TRO,MON
MON,APT,MID,OSO,VFB,MON
MON,APT,MID,OSS,STA,MON
MON,APT,MID,OSS,STB,MON
MON,APT,MID,OSS,STC,MON
MON,APT,MID,OSS,TENTRB,MON
MON,APT,MID,OSS,TEQTRC,MON
MON,APT,MID,OSS,TRO,MON
MON,APT,MID,OSS,VFB,MON
MON,APT,MID,STA,STB,MON
MON,APT,MID,STA,STC,MON
MON,APT,MID,STA,TENTRB,MON
MON,APT,MID,STA,TEQTRC,MON
MON,APT,MID,STA,TRO,MON
MON,APT,MID,STA,VFB,MON
MON,APT,MID,STB,STC,MON
MON,APT,MID,STB,TENTRB,MON
MON,APT,MID,STB,TEQTRC,MON
MON,APT,MID,STB,TRO,MON
MON,APT,MID,STB,VFB,MON
MON,APT,MID,STC,TENTRB,MON
MON,APT,MID,STC,TEQTRC,MON
MON,APT,MID,STC,TRO,MON
MON,APT,MID,STC,VFB,MON
MON,APT,MID,TENTRB,TEQTRC,MON
MON,APT,MID,TENTRB,TRO,MON
MON,APT,MID,TENTRB,VFB,MON
MON,APT,MID,TEQTRC,TRO,MON
MON,APT,MID,TEQTRC,VFB,MON
MON,APT,MID,TRO,VFB,MON
MON,APT,NLNVAL,OSC,OSO,MON
MON,APT,NLNVAL,OSC,OSS,MON
MON,APT,NLNVAL,OSC,STA,MON
MON,APT,NLNVAL,OSC,STB,MON
MON,APT,NLNVAL,OSC,STC,MON
MON,APT,NLNVAL,OSC,TENTRB,MON
MON,APT,NLNVAL,OSC,TEQTRC,MON
MON,APT,NLNVAL,OSC,TRO,MON
MON,APT,NLNVAL,OSC,VFB,MON
MON,APT,NLNVAL,OSE,OSO,MON
MON,APT,NLNVAL,OSE,TRO,MON
MON,APT,NLNVAL,OSO,OSS,MON
MON,APT,NLNVAL,OSO,STA,MON
MON,APT,NLNVAL,OSO,STB,MON
MON,APT,NLNVAL,OSO,STC,MON
MON,APT,NLNVAL,OSO,TENTRB,MON
MON,APT,NLNVAL,OSO,TEQTRC,MON
MON,APT,NLNVAL,OSO,TRO,MON
MON,APT,NLNVAL,OSO,VFB,MON
MON,APT,NLNVAL,OSS,STA,MON
MON,APT,NLNVAL,OSS,STB,MON
MON,APT,NLNVAL,OSS,STC,MON
MON,APT,NLNVAL,OSS,TENTRB,MON
MON,APT,NLNVAL,OSS,TEQTRC,MON
MON,APT,NLNVAL,OSS,TRO,MON
MON,APT,NLNVAL,OSS,VFB,MON
MON,APT,NLNVAL,STA,TENTRB,MON
MON,APT,NLNVAL,STA,TEQTRC,MON
MON,APT,NLNVAL,STA,TRO,MON
MON,APT,NLNVAL,STA,VFB,MON
MON,APT,NLNVAL,STB,TENTRB,MON
MON,APT,NLNVAL,STB,TRO,MON
MON,APT,NLNVAL,STB,VFB,MON
MON,APT,NLNVAL,STC,TENTRB,MON
MON,APT,NLNVAL,STC,TRO,MON
MON,APT,NLNVAL,STC,VFB,MON
MON,APT,NLNVAL,TENTRB,TEQTRC,MON
MON,APT,NLNVAL,TENTRB,TRO,MON
MON,APT,NLNVAL,TENTRB,VFB,MON
MON,APT,NLNVAL,TEQTRC,TRO,MON
MON,APT,NLNVAL,TEQTRC,VFB,MON
MON,APT,NLNVAL,TRO,VFB,MON
MON,APT,OSC,OSE,OSO,MON
MON,APT,OSC,OSE,OSS,MON
MON,APT,OSC,OSE,STA,MON
MON,APT,OSC,OSE,TENTRB,MON
MON,APT,OSC,OSE,TEQTRC,MON
MON,APT,OSC,OSE,TRO,MON
MON,APT,OSC,OSE,VFB,MON
MON,APT,OSC,OSO,OSS,MON
MON,APT,OSC,OSO,STA,MON
MON,APT,OSC,OSO,STB,MON
MON,APT,OSC,OSO,STC,MON
MON,APT,OSC,OSO,TENTRB,MON
MON,APT,OSC,OSO,TEQTRC,MON
MON,APT,OSC,OSO,TRO,MON
MON,APT,OSC,OSO,VFB,MON
MON,APT,OSC,OSS,STA,MON
MON,APT,OSC,OSS,STB,MON
MON,APT,OSC,OSS,STC,MON
MON,APT,OSC,OSS,TENTRB,MON
MON,APT,OSC,OSS,TEQTRC,MON
MON,APT,OSC,OSS,TRO,MON
MON,APT,OSC,OSS,VFB,MON
MON,APT,OSC,STA,STB,MON
MON,APT,OSC,STA,STC,MON
MON,APT,OSC,STA,TENTRB,MON
MON,APT,OSC,STA,TEQTRC,MON
MON,APT,OSC,STA,TRO,MON
MON,APT,OSC,STA,VFB,MON
MON,APT,OSC,STB,STC,MON
MON,APT,OSC,STB,TENTRB,MON
MON,APT,OSC,STB,TEQTRC,MON
MON,APT,OSC,STB,TRO,MON
MON,APT,OSC,STB,VFB,MON
MON,APT,OSC,STC,TENTRB,MON
MON,APT,OSC,STC,TEQTRC,MON
MON,APT,OSC,STC,TRO,MON
MON,APT,OSC,STC,VFB,MON
MON,APT,OSC,TENTRB,TEQTRC,MON
MON,APT,OSC,TENTRB,TRO,MON
MON,APT,OSC,TENTRB,VFB,MON
MON,APT,OSC,TEQTRC,TRO,MON
MON,APT,OSC,TEQTRC,VFB,MON
MON,APT,OSC,TRO,VFB,MON
MON,APT,OSE,OSO,OSS,MON
MON,APT,OSE,OSO,STA,MON
MON,APT,OSE,OSO,STB,MON
MON,APT,OSE,OSO,STC,MON
MON,APT,OSE,OSO,TENTRB,MON
MON,APT,OSE,OSO,TEQTRC,MON
MON,APT,OSE,OSO,TRO,MON
MON,APT,OSE,OSO,VFB,MON
MON,APT,OSE,OSS,STA,MON
MON,APT,OSE,OSS,TENTRB,MON
MON,APT,OSE,OSS,TEQTRC,MON
MON,APT,OSE,OSS,TRO,MON
MON,APT,OSE,OSS,VFB,MON
MON,APT,OSE,STA,TRO,MON
MON,APT,OSE,STA,VFB,MON
MON,APT,OSE,STB,TRO,MON
MON,APT,OSE,STC,TRO,MON
MON,APT,OSE,TENTRB,TRO,MON
MON,APT,OSE,TENTRB,VFB,MON
MON,APT,OSE,TEQTRC,TRO,MON
MON,APT,OSE,TEQTRC,VFB,MON
MON,APT,OSE,TRO,VFB,MON
MON,APT,OSO,OSS,STA,MON
MON,APT,OSO,OSS,STB,MON
MON,APT,OSO,OSS,STC,MON
MON,APT,OSO,OSS,TENTRB,MON
MON,APT,OSO,OSS,TEQTRC,MON
MON,APT,OSO,OSS,TRO,MON
MON,APT,OSO,OSS,VFB,MON
MON,APT,OSO,STA,STB,MON
MON,APT,OSO,STA,STC,MON
MON,APT,OSO,STA,TENTRB,MON
MON,APT,OSO,STA,TEQTRC,MON
MON,APT,OSO,STA,TRO,MON
MON,APT,OSO,STA,VFB,MON
MON,APT,OSO,STB,STC,MON
MON,APT,OSO,STB,TENTRB,MON
MON,APT,OSO,STB,TEQTRC,MON
MON,APT,OSO,STB,TRO,MON
MON,APT,OSO,STB,VFB,MON
MON,APT,OSO,STC,TENTRB,MON
MON,APT,OSO,STC,TEQTRC,MON
MON,APT,OSO,STC,TRO,MON
MON,APT,OSO,STC,VFB,MON
MON,APT,OSO,TENTRB,TEQTRC,MON
MON,APT,OSO,TENTRB,TRO,MON
MON,APT,OSO,TENTRB,VFB,MON
MON,APT,OSO,TEQTRC,TRO,MON
MON,APT,OSO,TEQTRC,VFB,MON
MON,APT,OSO,TRO,VFB,MON
MON,APT,OSS,STA,STB,MON
MON,APT,OSS,STA,STC,MON
MON,APT,OSS,STA,TENTRB,MON
MON,APT,OSS,STA,TEQTRC,MON
MON,APT,OSS,STA,TRO,MON
MON,APT,OSS,STA,VFB,MON
MON,APT,OSS,STB,STC,MON
MON,APT,OSS,STB,TENTRB,MON
MON,APT,OSS,STB,TEQTRC,MON
MON,APT,OSS,STB,TRO,MON
MON,APT,OSS,STB,VFB,MON
MON,APT,OSS,STC,TENTRB,MON
MON,APT,OSS,STC,TEQTRC,MON
MON,APT,OSS,STC,TRO,MON
MON,APT,OSS,STC,VFB,MON
MON,APT,OSS,TENTRB,TEQTRC,MON
MON,APT,OSS,TENTRB,TRO,MON
MON,APT,OSS,TENTRB,VFB,MON
MON,APT,OSS,TEQTRC,TRO,MON
MON,APT,OSS,TEQTRC,VFB,MON
MON,APT,OSS,TRO,VFB,MON
MON,APT,STA,STB,TENTRB,MON
MON,APT,STA,STB,TEQTRC,MON
MON,APT,STA,STB,TRO,MON
MON,APT,STA,STB,VFB,MON
MON,APT,STA,STC,TENTRB,MON
MON,APT,STA,STC,TEQTRC,MON
MON,APT,STA,STC,TRO,MON
MON,APT,STA,STC,VFB,MON
MON,APT,STA,TENTRB,TEQTRC,MON
MON,APT,STA,TENTRB,TRO,MON
MON,APT,STA,TENTRB,VFB,MON
MON,APT,STA,TEQTRC,TRO,MON
MON,APT,STA,TEQTRC,VFB,MON
MON,APT,STA,TRO,VFB,MON
MON,APT,STB,STC,TENTRB,MON
MON,APT,STB,STC,TRO,MON
MON,APT,STB,STC,VFB,MON
MON,APT,STB,TENTRB,TEQTRC,MON
MON,APT,STB,TENTRB,TRO,MON
MON,APT,STB,TENTRB,VFB,MON
MON,APT,STB,TEQTRC,TRO,MON
MON,APT,STB,TEQTRC,VFB,MON
MON,APT,STB,TRO,VFB,MON
MON,APT,STC,TENTRB,TEQTRC,MON
MON,APT,STC,TENTRB,TRO,MON
MON,APT,STC,TENTRB,VFB,MON
MON,APT,STC,TEQTRC,TRO,MON
MON,APT,STC,TEQTRC,VFB,MON
MON,APT,STC,TRO,VFB,MON
MON,APT,TENTRB,TEQTRC,TRO,MON
MON,APT,TENTRB,TEQTRC,VFB,MON
MON,APT,TENTRB,TRO,VFB,MON
MON,APT,TEQTRC,TRO,VFB,MON
MON,ASL,DAB,KVB,MID,MON
MON,ASL,DAB,KVB,OSC,MON
MON,ASL,DAB,KVB,OSO,MON
MON,ASL,DAB,KVB,OSS,MON
MON,ASL,DAB,KVB,TRO,MON
MON,ASL,DAB,KVB,VFB,MON
MON,ASL,DAB,MID,OSC,MON
MON,ASL,DAB,MID,OSO,MON
MON,ASL,DAB,MID,OSS,MON
MON,ASL,DAB,MID,TRO,MON
MON,ASL,DAB,MID,VFB,MON
MON,ASL,DAB,OSC,OSO,MON
MON,ASL,DAB,OSC,TRO,MON
MON,ASL,DAB,OSO,OSS,MON
MON,ASL,DAB,OSO,TRO,MON
MON,ASL,DAB,OSO,VFB,MON
MON,ASL,DAB,OSS,TRO,MON
MON,ASL,DAB,TENTRB,TRO,MON
MON,ASL,DAB,TRO,VFB,MON
MON,ASL,DSA,DSS,KVB,MON
MON,ASL,DSA,DSS,MID,MON
MON,ASL,DSA,DSS,OSO,MON
MON,ASL,DSA,DSS,TRO,MON
MON,ASL,DSA,GFC,KVB,MON
MON,ASL,DSA,GFC,MID,MON
MON,ASL,DSA,GFC,OSC,MON
MON,ASL,DSA,GFC,OSO,MON
MON,ASL,DSA,GFC,OSS,MON
MON,ASL,DSA,GFC,TRO,MON
MON,ASL,DSA,GFC,VFB,MON
MON,ASL,DSA,KVB,MID,MON
MON,ASL,DSA,KVB,NLNVAL,MON
MON,ASL,DSA,KVB,OSC,MON
MON,ASL,DSA,KVB,OSO,MON
MON,ASL,DSA,KVB,OSS,MON
MON,ASL,DSA,KVB,STA,MON
MON,ASL,DSA,KVB,STB,MON
MON,ASL,DSA,KVB,STC,MON
MON,ASL,DSA,KVB,TENTRB,MON
MON,ASL,DSA,KVB,TEQTRC,MON
MON,ASL,DSA,KVB,TRO,MON
MON,ASL,DSA,KVB,VFB,MON
MON,ASL,DSA,MID,NLNVAL,MON
MON,ASL,DSA,MID,OSC,MON
MON,ASL,DSA,MID,OSO,MON
MON,ASL,DSA,MID,OSS,MON
MON,ASL,DSA,MID,STA,MON
MON,ASL,DSA,MID,STB,MON
MON,ASL,DSA,MID,STC,MON
MON,ASL,DSA,MID,TENTRB,MON
MON,ASL,DSA,MID,TEQTRC,MON
MON,ASL,DSA,MID,TRO,MON
MON,ASL,DSA,MID,VFB,MON
MON,ASL,DSA,NLNVAL,OSO,MON
MON,ASL,DSA,NLNVAL,TRO,MON
MON,ASL,DSA,OSC,OSO,MON
MON,ASL,DSA,OSC,OSS,MON
MON,ASL,DSA,OSC,STA,MON
MON,ASL,DSA,OSC,TENTRB,MON
MON,ASL,DSA,OSC,TEQTRC,MON
MON,ASL,DSA,OSC,TRO,MON
MON,ASL,DSA,OSC,VFB,MON
MON,ASL,DSA,OSO,OSS,MON
MON,ASL,DSA,OSO,STA,MON
MON,ASL,DSA,OSO,STB,MON
MON,ASL,DSA,OSO,STC,MON
MON,ASL,DSA,OSO,TENTRB,MON
MON,ASL,DSA,OSO,TEQTRC,MON
MON,ASL,DSA,OSO,TRO,MON
MON,ASL,DSA,OSO,VFB,MON
MON,ASL,DSA,OSS,STA,MON
MON,ASL,DSA,OSS,TENTRB,MON
MON,ASL,DSA,OSS,TEQTRC,MON
MON,ASL,DSA,OSS,TRO,MON
MON,ASL,DSA,OSS,VFB,MON
MON,ASL,DSA,STA,TRO,MON
MON,ASL,DSA,STA,VFB,MON
MON,ASL,DSA,STB,TRO,MON
MON,ASL,DSA,STC,TRO,MON
MON,ASL,DSA,TENTRB,TRO,MON
MON,ASL,DSA,TENTRB,VFB,MON
MON,ASL,DSA,TEQTRC,TRO,MON
MON,ASL,DSA,TEQTRC,VFB,MON
MON,ASL,DSA,TRO,VFB,MON
MON,ASL,DSS,GFC,KVB,MON
MON,ASL,DSS,GFC,MID,MON
MON,ASL,DSS,GFC,OSC,MON
MON,ASL,DSS,GFC,OSO,MON
MON,ASL,DSS,GFC,OSS,MON
MON,ASL,DSS,GFC,TRO,MON
MON,ASL,DSS,GFC,VFB,MON
MON,ASL,DSS,KVB,MID,MON
MON,ASL,DSS,KVB,NLNVAL,MON
MON,ASL,DSS,KVB,OSC,MON
MON,ASL,DSS,KVB,OSO,MON
MON,ASL,DSS,KVB,OSS,MON
MON,ASL,DSS,KVB,STA,MON
MON,ASL,DSS,KVB,STB,MON
MON,ASL,DSS,KVB,STC,MON
MON,ASL,DSS,KVB,TENTRB,MON
MON,ASL,DSS,KVB,TEQTRC,MON
MON,ASL,DSS,KVB,TRO,MON
MON,ASL,DSS,KVB,VFB,MON
MON,ASL,DSS,MID,NLNVAL,MON
MON,ASL,DSS,MID,OSC,MON
MON,ASL,DSS,MID,OSO,MON
MON,ASL,DSS,MID,OSS,MON
MON,ASL,DSS,MID,STA,MON
MON,ASL,DSS,MID,STB,MON
MON,ASL,DSS,MID,STC,MON
MON,ASL,DSS,MID,TENTRB,MON
MON,ASL,DSS,MID,TEQTRC,MON
MON,ASL,DSS,MID,TRO,MON
MON,ASL,DSS,MID,VFB,MON
MON,ASL,DSS,NLNVAL,OSO,MON
MON,ASL,DSS,NLNVAL,TRO,MON
MON,ASL,DSS,OSC,OSO,MON
MON,ASL,DSS,OSC,OSS,MON
MON,ASL,DSS,OSC,STA,MON
MON,ASL,DSS,OSC,TENTRB,MON
MON,ASL,DSS,OSC,TEQTRC,MON
MON,ASL,DSS,OSC,TRO,MON
MON,ASL,DSS,OSC,VFB,MON
MON,ASL,DSS,OSO,OSS,MON
MON,ASL,DSS,OSO,STA,MON
MON,ASL,DSS,OSO,STB,MON
MON,ASL,DSS,OSO,STC,MON
MON,ASL,DSS,OSO,TENTRB,MON
MON,ASL,DSS,OSO,TEQTRC,MON
MON,ASL,DSS,OSO,TRO,MON
MON,ASL,DSS,OSO,VFB,MON
MON,ASL,DSS,OSS,STA,MON
MON,ASL,DSS,OSS,TENTRB,MON
MON,ASL,DSS,OSS,TEQTRC,MON
MON,ASL,DSS,OSS,TRO,MON
MON,ASL,DSS,OSS,VFB,MON
MON,ASL,DSS,STA,TRO,MON
MON,ASL,DSS,STA,VFB,MON
MON,ASL,DSS,STB,TRO,MON
MON,ASL,DSS,STC,TRO,MON
MON,ASL,DSS,TENTRB,TRO,MON
MON,ASL,DSS,TENTRB,VFB,MON
MON,ASL,DSS,TEQTRC,TRO,MON
MON,ASL,DSS,TEQTRC,VFB,MON
MON,ASL,DSS,TRO,VFB,MON
MON,ASL,GFAGFB,KVB,TRO,MON
MON,ASL,GFAGFB,MID,TRO,MON
MON,ASL,GFAGFB,OSO,TRO,MON
MON,ASL,GFC,KVB,MID,MON
MON,ASL,GFC,KVB,NLNVAL,MON
MON,ASL,GFC,KVB,OSC,MON
MON,ASL,GFC,KVB,OSE,MON
MON,ASL,GFC,KVB,OSO,MON
MON,ASL,GFC,KVB,OSS,MON
MON,ASL,GFC,KVB,STA,MON
MON,ASL,GFC,KVB,STB,MON
MON,ASL,GFC,KVB,STC,MON
MON,ASL,GFC,KVB,TENTRB,MON
MON,ASL,GFC,KVB,TEQTRC,MON
MON,ASL,GFC,KVB,TRO,MON
MON,ASL,GFC,KVB,VFB,MON
MON,ASL,GFC,MID,NLNVAL,MON
MON,ASL,GFC,MID,OSC,MON
MON,ASL,GFC,MID,OSE,MON
MON,ASL,GFC,MID,OSO,MON
MON,ASL,GFC,MID,OSS,MON
MON,ASL,GFC,MID,STA,MON
MON,ASL,GFC,MID,STB,MON
MON,ASL,GFC,MID,STC,MON
MON,ASL,GFC,MID,TENTRB,MON
MON,ASL,GFC,MID,TEQTRC,MON
MON,ASL,GFC,MID,TRO,MON
MON,ASL,GFC,MID,VFB,MON
MON,ASL,GFC,NLNVAL,OSC,MON
MON,ASL,GFC,NLNVAL,OSO,MON
MON,ASL,GFC,NLNVAL,OSS,MON
MON,ASL,GFC,NLNVAL,TRO,MON
MON,ASL,GFC,NLNVAL,VFB,MON
MON,ASL,GFC,OSC,OSO,MON
MON,ASL,GFC,OSC,OSS,MON
MON,ASL,GFC,OSC,STA,MON
MON,ASL,GFC,OSC,STB,MON
MON,ASL,GFC,OSC,STC,MON
MON,ASL,GFC,OSC,TENTRB,MON
MON,ASL,GFC,OSC,TEQTRC,MON
MON,ASL,GFC,OSC,TRO,MON
MON,ASL,GFC,OSC,VFB,MON
MON,ASL,GFC,OSE,OSO,MON
MON,ASL,GFC,OSE,TRO,MON
MON,ASL,GFC,OSO,OSS,MON
MON,ASL,GFC,OSO,STA,MON
MON,ASL,GFC,OSO,STB,MON
MON,ASL,GFC,OSO,STC,MON
MON,ASL,GFC,OSO,TENTRB,MON
MON,ASL,GFC,OSO,TEQTRC,MON
MON,ASL,GFC,OSO,TRO,MON
MON,ASL,GFC,OSO,VFB,MON
MON,ASL,GFC,OSS,STA,MON
MON,ASL,GFC,OSS,STB,MON
MON,ASL,GFC,OSS,STC,MON
MON,ASL,GFC,OSS,TENTRB,MON
MON,ASL,GFC,OSS,TEQTRC,MON
MON,ASL,GFC,OSS,TRO,MON
MON,ASL,GFC,OSS,VFB,MON
MON,ASL,GFC,STA,TENTRB,MON
MON,ASL,GFC,STA,TRO,MON
MON,ASL,GFC,STA,VFB,MON
MON,ASL,GFC,STB,TRO,MON
MON,ASL,GFC,STB,VFB,MON
MON,ASL,GFC,STC,TRO,MON
MON,ASL,GFC,STC,VFB,MON
MON,ASL,GFC,TENTRB,TRO,MON
MON,ASL,GFC,TENTRB,VFB,MON
MON,ASL,GFC,TEQTRC,TRO,MON
MON,ASL,GFC,TEQTRC,VFB,MON
MON,ASL,GFC,TRO,VFB,MON
MON,ASL,KVB,MID,NLNVAL,MON
MON,ASL,KVB,MID,OSC,MON
MON,ASL,KVB,MID,OSE,MON
MON,ASL,KVB,MID,OSO,MON
MON,ASL,KVB,MID,OSS,MON
MON,ASL,KVB,MID,STA,MON
MON,ASL,KVB,MID,STB,MON
MON,ASL,KVB,MID,STC,MON
MON,ASL,KVB,MID,TENTRB,MON
MON,ASL,KVB,MID,TEQTRC,MON
MON,ASL,KVB,MID,TRO,MON
MON,ASL,KVB,MID,VFB,MON
MON,ASL,KVB,NLNVAL,OSC,MON
MON,ASL,KVB,NLNVAL,OSO,MON
MON,ASL,KVB,NLNVAL,OSS,MON
MON,ASL,KVB,NLNVAL,STA,MON
MON,ASL,KVB,NLNVAL,STB,MON
MON,ASL,KVB,NLNVAL,STC,MON
MON,ASL,KVB,NLNVAL,TENTRB,MON
MON,ASL,KVB,NLNVAL,TEQTRC,MON
MON,ASL,KVB,NLNVAL,TRO,MON
MON,ASL,KVB,NLNVAL,VFB,MON
MON,ASL,KVB,OSC,OSE,MON
MON,ASL,KVB,OSC,OSO,MON
MON,ASL,KVB,OSC,OSS,MON
MON,ASL,KVB,OSC,STA,MON
MON,ASL,KVB,OSC,STB,MON
MON,ASL,KVB,OSC,STC,MON
MON,ASL,KVB,OSC,TENTRB,MON
MON,ASL,KVB,OSC,TEQTRC,MON
MON,ASL,KVB,OSC,TRO,MON
MON,ASL,KVB,OSC,VFB,MON
MON,ASL,KVB,OSE,OSO,MON
MON,ASL,KVB,OSE,OSS,MON
MON,ASL,KVB,OSE,STA,MON
MON,ASL,KVB,OSE,TENTRB,MON
MON,ASL,KVB,OSE,TRO,MON
MON,ASL,KVB,OSE,VFB,MON
MON,ASL,KVB,OSO,OSS,MON
MON,ASL,KVB,OSO,STA,MON
MON,ASL,KVB,OSO,STB,MON
MON,ASL,KVB,OSO,STC,MON
MON,ASL,KVB,OSO,TENTRB,MON
MON,ASL,KVB,OSO,TEQTRC,MON
MON,ASL,KVB,OSO,TRO,MON
MON,ASL,KVB,OSO,VFB,MON
MON,ASL,KVB,OSS,STA,MON
MON,ASL,KVB,OSS,STB,MON
MON,ASL,KVB,OSS,STC,MON
MON,ASL,KVB,OSS,TENTRB,MON
MON,ASL,KVB,OSS,TEQTRC,MON
MON,ASL,KVB,OSS,TRO,MON
MON,ASL,KVB,OSS,VFB,MON
MON,ASL,KVB,STA,STB,MON
MON,ASL,KVB,STA,STC,MON
MON,ASL,KVB,STA,TENTRB,MON
MON,ASL,KVB,STA,TEQTRC,MON
MON,ASL,KVB,STA,TRO,MON
MON,ASL,KVB,STA,VFB,MON
MON,ASL,KVB,STB,STC,MON
MON,ASL,KVB,STB,TENTRB,MON
MON,ASL,KVB,STB,TEQTRC,MON
MON,ASL,KVB,STB,TRO,MON
MON,ASL,KVB,STB,VFB,MON
MON,ASL,KVB,STC,TENTRB,MON
MON,ASL,KVB,STC,TEQTRC,MON
MON,ASL,KVB,STC,TRO,MON
MON,ASL,KVB,STC,VFB,MON
MON,ASL,KVB,TENTRB,TEQTRC,MON
MON,ASL,KVB,TENTRB,TRO,MON
MON,ASL,KVB,TENTRB,VFB,MON
MON,ASL,KVB,TEQTRC,TRO,MON
MON,ASL,KVB,TEQTRC,VFB,MON
MON,ASL,KVB,TRO,VFB,MON
MON,ASL,MID,NLNVAL,OSC,MON
MON,ASL,MID,NLNVAL,OSO,MON
MON,ASL,MID,NLNVAL,OSS,MON
MON,ASL,MID,NLNVAL,STA,MON
MON,ASL,MID,NLNVAL,STB,MON
MON,ASL,MID,NLNVAL,STC,MON
MON,ASL,MID,NLNVAL,TENTRB,MON
MON,ASL,MID,NLNVAL,TEQTRC,MON
MON,ASL,MID,NLNVAL,TRO,MON
MON,ASL,MID,NLNVAL,VFB,MON
MON,ASL,MID,OSC,OSE,MON
MON,ASL,MID,OSC,OSO,MON
MON,ASL,MID,OSC,OSS,MON
MON,ASL,MID,OSC,STA,MON
MON,ASL,MID,OSC,STB,MON
MON,ASL,MID,OSC,STC,MON
MON,ASL,MID,OSC,TENTRB,MON
MON,ASL,MID,OSC,TEQTRC,MON
MON,ASL,MID,OSC,TRO,MON
MON,ASL,MID,OSC,VFB,MON
MON,ASL,MID,OSE,OSO,MON
MON,ASL,MID,OSE,OSS,MON
MON,ASL,MID,OSE,STA,MON
MON,ASL,MID,OSE,TENTRB,MON
MON,ASL,MID,OSE,TRO,MON
MON,ASL,MID,OSE,VFB,MON
MON,ASL,MID,OSO,OSS,MON
MON,ASL,MID,OSO,STA,MON
MON,ASL,MID,OSO,STB,MON
MON,ASL,MID,OSO,STC,MON
MON,ASL,MID,OSO,TENTRB,MON
MON,ASL,MID,OSO,TEQTRC,MON
MON,ASL,MID,OSO,TRO,MON
MON,ASL,MID,OSO,VFB,MON
MON,ASL,MID,OSS,STA,MON
MON,ASL,MID,OSS,STB,MON
MON,ASL,MID,OSS,STC,MON
MON,ASL,MID,OSS,TENTRB,MON
MON,ASL,MID,OSS,TEQTRC,MON
MON,ASL,MID,OSS,TRO,MON
MON,ASL,MID,OSS,VFB,MON
MON,ASL,MID,STA,STB,MON
MON,ASL,MID,STA,STC,MON
MON,ASL,MID,STA,TENTRB,MON
MON,ASL,MID,STA,TEQTRC,MON
MON,ASL,MID,STA,TRO,MON
MON,ASL,MID,STA,VFB,MON
MON,ASL,MID,STB,STC,MON
MON,ASL,MID,STB,TENTRB,MON
MON,ASL,MID,STB,TEQTRC,MON
MON,ASL,MID,STB,TRO,MON
MON,ASL,MID,STB,VFB,MON
MON,ASL,MID,STC,TENTRB,MON
MON,ASL,MID,STC,TEQTRC,MON
MON,ASL,MID,STC,TRO,MON
MON,ASL,MID,STC,VFB,MON
MON,ASL,MID,TENTRB,TEQTRC,MON
MON,ASL,MID,TENTRB,TRO,MON
MON,ASL,MID,TENTRB,VFB,MON
MON,ASL,MID,TEQTRC,TRO,MON
MON,ASL,MID,TEQTRC,VFB,MON
MON,ASL,MID,TRO,VFB,MON
MON,ASL,NLNVAL,OSC,OSO,MON
MON,ASL,NLNVAL,OSC,OSS,MON
MON,ASL,NLNVAL,OSC,STA,MON
MON,ASL,NLNVAL,OSC,TENTRB,MON
MON,ASL,NLNVAL,OSC,TEQTRC,MON
MON,ASL,NLNVAL,OSC,TRO,MON
MON,ASL,NLNVAL,OSC,VFB,MON
MON,ASL,NLNVAL,OSO,OSS,MON
MON,ASL,NLNVAL,OSO,STA,MON
MON,ASL,NLNVAL,OSO,STB,MON
MON,ASL,NLNVAL,OSO,STC,MON
MON,ASL,NLNVAL,OSO,TENTRB,MON
MON,ASL,NLNVAL,OSO,TEQTRC,MON
MON,ASL,NLNVAL,OSO,TRO,MON
MON,ASL,NLNVAL,OSO,VFB,MON
MON,ASL,NLNVAL,OSS,STA,MON
MON,ASL,NLNVAL,OSS,TENTRB,MON
MON,ASL,NLNVAL,OSS,TEQTRC,MON
MON,ASL,NLNVAL,OSS,TRO,MON
MON,ASL,NLNVAL,OSS,VFB,MON
MON,ASL,NLNVAL,STA,TRO,MON
MON,ASL,NLNVAL,STA,VFB,MON
MON,ASL,NLNVAL,STB,TRO,MON
MON,ASL,NLNVAL,STC,TRO,MON
MON,ASL,NLNVAL,TENTRB,TRO,MON
MON,ASL,NLNVAL,TENTRB,VFB,MON
MON,ASL,NLNVAL,TEQTRC,TRO,MON
