Mon,APT,Mon
Mon,ASL,Mon
Mon,DAB,Mon
Mon,DSA,Mon
Mon,DSS,Mon
Mon,GF,Mon
Mon,KVB,Mon
Mon,MID,Mon
Mon,NLNVAL,Mon
Mon,OSC,Mon
Mon,OSE,Mon
Mon,OSO,Mon
Mon,OSS,Mon
Mon,ST,Mon
Mon,TENTRB,Mon
Mon,TEQTRC,Mon
Mon,TRO,Mon
Mon,VFB,Mon
Mon,DSA,OSO,Mon
Mon,DSA,OSS,Mon
Mon,DSA,ST,Mon
Mon,DSA,TENTRB,Mon
Mon,DSA,TEQTRC,Mon
Mon,DSA,TRO,Mon
Mon,DSA,VFB,Mon
Mon,DSS,GF,Mon
Mon,DSS,KVB,Mon
Mon,DSS,MID,Mon
Mon,DSS,NLNVAL,Mon
Mon,DSS,OSC,Mon
Mon,DSS,OSE,Mon
Mon,DSS,OSO,Mon
Mon,DSS,OSS,Mon
Mon,DSS,ST,Mon
Mon,DSS,TENTRB,Mon
Mon,DSS,TEQTRC,Mon
Mon,DSS,TRO,Mon
Mon,DSS,VFB,Mon
Mon,GF,KVB,Mon
Mon,GF,MID,Mon
Mon,GF,NLNVAL,Mon
Mon,GF,OSC,Mon
Mon,GF,OSO,Mon
Mon,GF,OSS,Mon
Mon,GF,TENTRB,Mon
Mon,GF,TEQTRC,Mon
Mon,GF,TRO,Mon
Mon,GF,VFB,Mon
Mon,KVB,MID,Mon
Mon,KVB,NLNVAL,Mon
Mon,KVB,OSC,Mon
Mon,KVB,OSE,Mon
Mon,KVB,OSO,Mon
Mon,KVB,OSS,Mon
Mon,KVB,ST,Mon
Mon,KVB,TENTRB,Mon
Mon,KVB,TEQTRC,Mon
Mon,KVB,TRO,Mon
Mon,KVB,VFB,Mon
Mon,MID,NLNVAL,Mon
Mon,MID,OSC,Mon
Mon,MID,OSE,Mon
Mon,MID,OSO,Mon
Mon,MID,OSS,Mon
Mon,MID,ST,Mon
Mon,MID,TENTRB,Mon
Mon,MID,TEQTRC,Mon
Mon,MID,TRO,Mon
Mon,MID,VFB,Mon
Mon,NLNVAL,OSC,Mon
Mon,NLNVAL,OSE,Mon
Mon,NLNVAL,OSO,Mon
Mon,NLNVAL,OSS,Mon
Mon,NLNVAL,ST,Mon
Mon,NLNVAL,TENTRB,Mon
Mon,NLNVAL,TEQTRC,Mon
Mon,NLNVAL,TRO,Mon
Mon,NLNVAL,VFB,Mon
Mon,OSC,OSE,Mon
Mon,OSC,OSO,Mon
Mon,OSC,OSS,Mon
Mon,OSC,ST,Mon
Mon,OSC,TENTRB,Mon
Mon,OSC,TEQTRC,Mon
Mon,TRO,OSC,Mon
Mon,OSC,VFB,Mon
Mon,OSE,OSO,Mon
Mon,OSE,OSS,Mon
Mon,OSE,TENTRB,Mon
Mon,OSE,TEQTRC,Mon
Mon,TRO,OSE,Mon
Mon,OSE,VFB,Mon
Mon,OSO,OSS,Mon
Mon,OSO,ST,Mon
Mon,OSO,TENTRB,Mon
Mon,OSO,TEQTRC,Mon
Mon,TRO,OSO,Mon
Mon,OSO,VFB,Mon
Mon,OSS,ST,Mon
Mon,OSS,TENTRB,Mon
Mon,OSS,TEQTRC,Mon
Mon,TRO,OSS,Mon
Mon,OSS,VFB,Mon
Mon,ST,TENTRB,Mon
Mon,ST,TEQTRC,Mon
Mon,ST,TRO,Mon
Mon,ST,VFB,Mon
Mon,TENTRB,TEQTRC,Mon
Mon,TENTRB,TRO,Mon
Mon,TENTRB,VFB,Mon
Mon,TEQTRC,TRO,Mon
Mon,TEQTRC,VFB,Mon
Mon,TRO,VFB,Mon
Mon,APT,ASL,DAB,Mon
Mon,APT,ASL,DSA,Mon
Mon,APT,ASL,DSS,Mon
Mon,APT,ASL,KVB,Mon
Mon,APT,MID,ASL,Mon
Mon,APT,ASL,NLNVAL,Mon
Mon,APT,OSC,ASL,Mon
Mon,APT,OSE,ASL,Mon
Mon,APT,ASL,OSO,Mon
Mon,APT,OSS,ASL,Mon
Mon,APT,ASL,TENTRB,Mon
Mon,APT,ASL,TEQTRC,Mon
Mon,ASL,APT,TRO,Mon
Mon,APT,ASL,VFB,Mon
Mon,APT,DSA,DAB,Mon
Mon,APT,DSS,DAB,Mon
Mon,APT,KVB,DAB,Mon
Mon,APT,MID,DAB,Mon
Mon,APT,NLNVAL,DAB,Mon
Mon,APT,OSC,DAB,Mon
Mon,APT,OSE,DAB,Mon
Mon,APT,OSO,DAB,Mon
Mon,APT,OSS,DAB,Mon
Mon,APT,TENTRB,DAB,Mon
Mon,APT,TEQTRC,DAB,Mon
Mon,DAB,APT,TRO,Mon
Mon,APT,VFB,DAB,Mon
Mon,APT,DSA,DSS,Mon
Mon,APT,KVB,DSA,Mon
Mon,APT,MID,DSA,Mon
Mon,APT,NLNVAL,DSA,Mon
Mon,APT,OSC,DSA,Mon
Mon,APT,OSE,DSA,Mon
Mon,APT,OSO,DSA,Mon
Mon,APT,OSS,DSA,Mon
Mon,DSA,APT,TENTRB,Mon
Mon,APT,DSA,TEQTRC,Mon
Mon,DSA,APT,TRO,Mon
Mon,APT,VFB,DSA,Mon
Mon,APT,KVB,DSS,Mon
Mon,APT,MID,DSS,Mon
Mon,APT,NLNVAL,DSS,Mon
Mon,APT,OSC,DSS,Mon
Mon,APT,OSE,DSS,Mon
Mon,APT,OSO,DSS,Mon
Mon,APT,OSS,DSS,Mon
Mon,DSS,APT,TENTRB,Mon
Mon,APT,DSS,TEQTRC,Mon
Mon,DSS,APT,TRO,Mon
Mon,APT,VFB,DSS,Mon
Mon,APT,GF,KVB,Mon
Mon,APT,MID,GF,Mon
Mon,APT,OSO,GF,Mon
Mon,GF,APT,TRO,Mon
Mon,APT,MID,KVB,Mon
Mon,APT,NLNVAL,KVB,Mon
Mon,APT,OSC,KVB,Mon
Mon,APT,OSE,KVB,Mon
Mon,APT,OSO,KVB,Mon
Mon,APT,OSS,KVB,Mon
Mon,APT,ST,KVB,Mon
Mon,KVB,APT,TENTRB,Mon
Mon,APT,KVB,TEQTRC,Mon
Mon,APT,KVB,TRO,Mon
Mon,APT,VFB,KVB,Mon
Mon,APT,MID,NLNVAL,Mon
Mon,APT,MID,OSC,Mon
Mon,APT,MID,OSE,Mon
Mon,APT,MID,OSO,Mon
Mon,MID,APT,OSS,Mon
Mon,APT,MID,ST,Mon
Mon,APT,MID,TENTRB,Mon
Mon,APT,MID,TEQTRC,Mon
Mon,APT,MID,TRO,Mon
Mon,APT,MID,VFB,Mon
Mon,APT,OSC,NLNVAL,Mon
Mon,APT,OSE,NLNVAL,Mon
Mon,APT,OSO,NLNVAL,Mon
Mon,APT,OSS,NLNVAL,Mon
Mon,APT,NLNVAL,TENTRB,Mon
Mon,APT,NLNVAL,TEQTRC,Mon
Mon,NLNVAL,APT,TRO,Mon
Mon,APT,NLNVAL,VFB,Mon
Mon,APT,OSE,OSC,Mon
Mon,APT,OSC,OSO,Mon
Mon,APT,OSS,OSC,Mon
Mon,APT,OSC,TENTRB,Mon
Mon,APT,OSC,TEQTRC,Mon
Mon,OSC,APT,TRO,Mon
Mon,APT,OSC,VFB,Mon
Mon,APT,OSE,OSO,Mon
Mon,APT,OSS,OSE,Mon
Mon,APT,OSE,TENTRB,Mon
Mon,APT,OSE,TEQTRC,Mon
Mon,TRO,OSE,APT,Mon
Mon,APT,OSE,VFB,Mon
Mon,APT,OSS,OSO,Mon
Mon,APT,ST,OSO,Mon
Mon,APT,OSO,TENTRB,Mon
Mon,APT,OSO,TEQTRC,Mon
Mon,OSO,APT,TRO,Mon
Mon,APT,OSO,VFB,Mon
Mon,APT,OSS,TENTRB,Mon
Mon,APT,OSS,TEQTRC,Mon
Mon,TRO,OSS,APT,Mon
Mon,APT,OSS,VFB,Mon
Mon,ST,APT,TRO,Mon
Mon,APT,TENTRB,TEQTRC,Mon
Mon,TENTRB,APT,TRO,Mon
Mon,APT,VFB,TENTRB,Mon
Mon,TEQTRC,APT,TRO,Mon
Mon,APT,VFB,TEQTRC,Mon
Mon,TRO,APT,VFB,Mon
Mon,ASL,DSA,DAB,Mon
Mon,ASL,DSS,DAB,Mon
Mon,DAB,ASL,KVB,Mon
Mon,DAB,ASL,MID,Mon
Mon,DAB,ASL,NLNVAL,Mon
Mon,DAB,ASL,OSC,Mon
Mon,DAB,ASL,OSO,Mon
Mon,DAB,ASL,OSS,Mon
Mon,DAB,ASL,TENTRB,Mon
Mon,DAB,ASL,TEQTRC,Mon
Mon,DAB,ASL,TRO,Mon
Mon,DAB,ASL,VFB,Mon
Mon,ASL,DSA,DSS,Mon
Mon,DSA,ASL,KVB,Mon
Mon,DSA,ASL,MID,Mon
Mon,DSA,ASL,NLNVAL,Mon
Mon,DSA,ASL,OSC,Mon
Mon,DSA,ASL,OSE,Mon
Mon,DSA,ASL,OSO,Mon
Mon,DSA,ASL,OSS,Mon
Mon,DSA,ASL,TENTRB,Mon
Mon,DSA,ASL,TEQTRC,Mon
Mon,DSA,ASL,TRO,Mon
Mon,DSA,ASL,VFB,Mon
Mon,DSS,ASL,KVB,Mon
Mon,DSS,ASL,MID,Mon
Mon,DSS,ASL,NLNVAL,Mon
Mon,DSS,ASL,OSC,Mon
Mon,DSS,ASL,OSE,Mon
Mon,DSS,ASL,OSO,Mon
Mon,DSS,ASL,OSS,Mon
Mon,DSS,ASL,TENTRB,Mon
Mon,DSS,ASL,TEQTRC,Mon
Mon,DSS,ASL,TRO,Mon
Mon,DSS,ASL,VFB,Mon
Mon,KVB,ASL,MID,Mon
Mon,KVB,ASL,NLNVAL,Mon
Mon,KVB,ASL,OSC,Mon
Mon,KVB,ASL,OSE,Mon
Mon,KVB,ASL,OSO,Mon
Mon,KVB,ASL,OSS,Mon
Mon,KVB,ASL,TENTRB,Mon
Mon,KVB,ASL,TEQTRC,Mon
Mon,ASL,KVB,TRO,Mon
Mon,KVB,ASL,VFB,Mon
Mon,MID,ASL,NLNVAL,Mon
Mon,ASL,MID,OSC,Mon
Mon,ASL,MID,OSE,Mon
Mon,ASL,MID,OSO,Mon
Mon,ASL,MID,OSS,Mon
Mon,ASL,MID,TENTRB,Mon
Mon,MID,ASL,TEQTRC,Mon
Mon,ASL,MID,TRO,Mon
Mon,ASL,MID,VFB,Mon
Mon,NLNVAL,ASL,OSC,Mon
Mon,NLNVAL,ASL,OSE,Mon
Mon,NLNVAL,ASL,OSO,Mon
Mon,NLNVAL,ASL,OSS,Mon
Mon,ASL,NLNVAL,TENTRB,Mon
Mon,ASL,NLNVAL,TEQTRC,Mon
Mon,ASL,NLNVAL,TRO,Mon
Mon,NLNVAL,ASL,VFB,Mon
Mon,ASL,OSC,OSE,Mon
Mon,ASL,OSC,OSO,Mon
Mon,ASL,OSC,OSS,Mon
Mon,ASL,OSC,TENTRB,Mon
Mon,OSC,ASL,TEQTRC,Mon
Mon,TRO,OSC,ASL,Mon
Mon,OSC,ASL,VFB,Mon
Mon,ASL,OSO,OSE,Mon
Mon,ASL,OSE,OSS,Mon
Mon,ASL,OSE,TENTRB,Mon
Mon,OSE,ASL,TEQTRC,Mon
Mon,TRO,OSE,ASL,Mon
Mon,OSE,ASL,VFB,Mon
Mon,ASL,OSO,OSS,Mon
Mon,ASL,OSO,TENTRB,Mon
Mon,OSO,ASL,TEQTRC,Mon
Mon,TRO,OSO,ASL,Mon
Mon,ASL,VFB,OSO,Mon
Mon,ASL,OSS,TENTRB,Mon
Mon,OSS,ASL,TEQTRC,Mon
Mon,TRO,OSS,ASL,Mon
Mon,OSS,ASL,VFB,Mon
Mon,TENTRB,ASL,TEQTRC,Mon
Mon,ASL,TENTRB,TRO,Mon
Mon,ASL,VFB,TENTRB,Mon
Mon,TEQTRC,ASL,TRO,Mon
Mon,ASL,VFB,TEQTRC,Mon
Mon,ASL,VFB,TRO,Mon
Mon,DAB,DSS,DSA,Mon
Mon,DAB,DSA,KVB,Mon
Mon,DAB,DSA,MID,Mon
Mon,DAB,DSA,NLNVAL,Mon
Mon,DAB,DSA,OSC,Mon
Mon,DAB,DSA,OSO,Mon
Mon,DAB,DSA,OSS,Mon
Mon,DAB,DSA,TENTRB,Mon
Mon,DAB,DSA,TEQTRC,Mon
Mon,DAB,DSA,TRO,Mon
Mon,DAB,DSA,VFB,Mon
Mon,DAB,DSS,KVB,Mon
Mon,DAB,DSS,MID,Mon
Mon,DAB,DSS,NLNVAL,Mon
Mon,DAB,DSS,OSC,Mon
Mon,DAB,DSS,OSO,Mon
Mon,DAB,DSS,OSS,Mon
Mon,DAB,DSS,TENTRB,Mon
Mon,DAB,DSS,TEQTRC,Mon
Mon,DAB,DSS,TRO,Mon
Mon,DAB,DSS,VFB,Mon
Mon,DAB,KVB,MID,Mon
Mon,DAB,KVB,NLNVAL,Mon
Mon,DAB,KVB,OSC,Mon
Mon,DAB,KVB,OSE,Mon
Mon,DAB,KVB,OSO,Mon
Mon,DAB,KVB,OSS,Mon
Mon,DAB,KVB,TENTRB,Mon
Mon,DAB,KVB,TEQTRC,Mon
Mon,DAB,KVB,TRO,Mon
Mon,DAB,KVB,VFB,Mon
Mon,DAB,NLNVAL,MID,Mon
Mon,DAB,MID,OSC,Mon
Mon,DAB,MID,OSE,Mon
Mon,DAB,MID,OSO,Mon
Mon,DAB,MID,OSS,Mon
Mon,DAB,MID,TENTRB,Mon
Mon,DAB,MID,TEQTRC,Mon
Mon,DAB,MID,TRO,Mon
Mon,DAB,MID,VFB,Mon
Mon,DAB,NLNVAL,OSC,Mon
Mon,DAB,NLNVAL,OSO,Mon
Mon,DAB,NLNVAL,OSS,Mon
Mon,DAB,NLNVAL,TENTRB,Mon
Mon,DAB,NLNVAL,TEQTRC,Mon
Mon,DAB,NLNVAL,TRO,Mon
Mon,DAB,NLNVAL,VFB,Mon
Mon,DAB,OSC,OSE,Mon
Mon,DAB,OSO,OSC,Mon
Mon,DAB,OSC,OSS,Mon
Mon,DAB,OSC,TENTRB,Mon
Mon,DAB,OSC,TEQTRC,Mon
Mon,TRO,OSC,DAB,Mon
Mon,DAB,VFB,OSC,Mon
Mon,DAB,OSO,OSE,Mon
Mon,DAB,OSE,OSS,Mon
Mon,DAB,OSE,TENTRB,Mon
Mon,TRO,OSE,DAB,Mon
Mon,DAB,VFB,OSE,Mon
Mon,DAB,OSO,OSS,Mon
Mon,DAB,OSO,TENTRB,Mon
Mon,DAB,OSO,TEQTRC,Mon
Mon,TRO,OSO,DAB,Mon
Mon,DAB,VFB,OSO,Mon
Mon,DAB,OSS,TENTRB,Mon
Mon,DAB,TEQTRC,OSS,Mon
Mon,TRO,OSS,DAB,Mon
Mon,DAB,VFB,OSS,Mon
Mon,DAB,TEQTRC,TENTRB,Mon
Mon,DAB,TENTRB,TRO,Mon
Mon,DAB,VFB,TENTRB,Mon
Mon,DAB,TEQTRC,TRO,Mon
Mon,DAB,VFB,TEQTRC,Mon
Mon,DAB,VFB,TRO,Mon
Mon,DSS,DSA,KVB,Mon
Mon,DSS,DSA,MID,Mon
Mon,DSS,DSA,NLNVAL,Mon
Mon,DSS,DSA,OSC,Mon
Mon,DSS,DSA,OSE,Mon
Mon,DSS,DSA,OSO,Mon
Mon,DSS,DSA,OSS,Mon
Mon,DSS,DSA,TENTRB,Mon
Mon,DSS,DSA,TEQTRC,Mon
Mon,DSS,DSA,TRO,Mon
Mon,DSS,DSA,VFB,Mon
Mon,KVB,DSA,MID,Mon
Mon,DSA,NLNVAL,KVB,Mon
Mon,DSA,KVB,OSC,Mon
Mon,DSA,KVB,OSE,Mon
Mon,DSA,KVB,OSO,Mon
Mon,DSA,KVB,OSS,Mon
Mon,DSA,KVB,TENTRB,Mon
Mon,DSA,KVB,TEQTRC,Mon
Mon,DSA,KVB,TRO,Mon
Mon,DSA,KVB,VFB,Mon
Mon,DSA,NLNVAL,MID,Mon
Mon,DSA,MID,OSC,Mon
Mon,DSA,MID,OSE,Mon
Mon,DSA,MID,OSO,Mon
Mon,DSA,MID,OSS,Mon
Mon,DSA,MID,TENTRB,Mon
Mon,DSA,MID,TEQTRC,Mon
Mon,DSA,MID,TRO,Mon
Mon,DSA,MID,VFB,Mon
Mon,DSA,NLNVAL,OSC,Mon
Mon,DSA,NLNVAL,OSE,Mon
Mon,DSA,NLNVAL,OSO,Mon
Mon,DSA,NLNVAL,OSS,Mon
Mon,DSA,NLNVAL,TENTRB,Mon
Mon,DSA,NLNVAL,TEQTRC,Mon
Mon,DSA,NLNVAL,TRO,Mon
Mon,DSA,NLNVAL,VFB,Mon
Mon,DSA,OSC,OSE,Mon
Mon,DSA,OSC,OSO,Mon
Mon,DSA,OSC,OSS,Mon
Mon,DSA,OSC,TENTRB,Mon
Mon,DSA,OSC,TEQTRC,Mon
Mon,TRO,OSC,DSA,Mon
Mon,DSA,VFB,OSC,Mon
Mon,DSA,OSO,OSE,Mon
Mon,DSA,OSE,OSS,Mon
Mon,DSA,OSE,TENTRB,Mon
Mon,OSE,DSA,TEQTRC,Mon
Mon,TRO,OSE,DSA,Mon
Mon,DSA,VFB,OSE,Mon
Mon,DSA,OSO,OSS,Mon
Mon,DSA,OSO,TENTRB,Mon
Mon,DSA,OSO,TEQTRC,Mon
Mon,TRO,OSO,DSA,Mon
Mon,DSA,VFB,OSO,Mon
Mon,DSA,OSS,TENTRB,Mon
Mon,OSS,DSA,TEQTRC,Mon
Mon,TRO,OSS,DSA,Mon
Mon,DSA,VFB,OSS,Mon
Mon,DSA,TENTRB,TEQTRC,Mon
Mon,DSA,TENTRB,TRO,Mon
Mon,DSA,VFB,TENTRB,Mon
Mon,DSA,TEQTRC,TRO,Mon
Mon,DSA,VFB,TEQTRC,Mon
Mon,DSA,VFB,TRO,Mon
Mon,DSS,KVB,MID,Mon
Mon,DSS,NLNVAL,KVB,Mon
Mon,DSS,KVB,OSC,Mon
Mon,DSS,KVB,OSE,Mon
Mon,DSS,KVB,OSO,Mon
Mon,DSS,KVB,OSS,Mon
Mon,DSS,KVB,TENTRB,Mon
Mon,DSS,KVB,TEQTRC,Mon
Mon,DSS,KVB,TRO,Mon
Mon,DSS,KVB,VFB,Mon
Mon,DSS,NLNVAL,MID,Mon
Mon,DSS,MID,OSC,Mon
Mon,DSS,MID,OSE,Mon
Mon,DSS,MID,OSO,Mon
Mon,DSS,MID,OSS,Mon
Mon,DSS,MID,TENTRB,Mon
Mon,DSS,MID,TEQTRC,Mon
Mon,DSS,MID,TRO,Mon
Mon,DSS,MID,VFB,Mon
Mon,DSS,NLNVAL,OSC,Mon
Mon,DSS,NLNVAL,OSE,Mon
Mon,DSS,NLNVAL,OSO,Mon
Mon,DSS,NLNVAL,OSS,Mon
Mon,DSS,NLNVAL,TENTRB,Mon
Mon,DSS,NLNVAL,TEQTRC,Mon
Mon,DSS,NLNVAL,TRO,Mon
Mon,DSS,NLNVAL,VFB,Mon
Mon,DSS,OSC,OSE,Mon
Mon,DSS,OSC,OSO,Mon
Mon,DSS,OSC,OSS,Mon
Mon,DSS,OSC,TENTRB,Mon
Mon,DSS,OSC,TEQTRC,Mon
Mon,TRO,OSC,DSS,Mon
Mon,DSS,VFB,OSC,Mon
Mon,DSS,OSO,OSE,Mon
Mon,DSS,OSE,OSS,Mon
Mon,DSS,OSE,TENTRB,Mon
Mon,DSS,OSE,TEQTRC,Mon
Mon,TRO,OSE,DSS,Mon
Mon,DSS,VFB,OSE,Mon
Mon,DSS,OSO,OSS,Mon
Mon,DSS,OSO,TENTRB,Mon
Mon,DSS,OSO,TEQTRC,Mon
Mon,TRO,OSO,DSS,Mon
Mon,DSS,VFB,OSO,Mon
Mon,DSS,OSS,TENTRB,Mon
Mon,OSS,DSS,TEQTRC,Mon
Mon,TRO,OSS,DSS,Mon
Mon,DSS,VFB,OSS,Mon
Mon,DSS,TEQTRC,TENTRB,Mon
Mon,DSS,TENTRB,TRO,Mon
Mon,DSS,VFB,TENTRB,Mon
Mon,DSS,TEQTRC,TRO,Mon
Mon,DSS,VFB,TEQTRC,Mon
Mon,DSS,VFB,TRO,Mon
Mon,KVB,GF,MID,Mon
Mon,KVB,GF,OSC,Mon
Mon,GF,KVB,OSO,Mon
Mon,KVB,GF,OSS,Mon
Mon,GF,KVB,TRO,Mon
Mon,GF,KVB,VFB,Mon
Mon,GF,MID,OSC,Mon
Mon,GF,MID,OSO,Mon
Mon,GF,MID,OSS,Mon
Mon,GF,MID,TRO,Mon
Mon,GF,MID,VFB,Mon
Mon,GF,OSC,OSO,Mon
Mon,TRO,OSC,GF,Mon
Mon,GF,OSO,OSS,Mon
Mon,TRO,OSO,GF,Mon
Mon,GF,VFB,OSO,Mon
Mon,TRO,OSS,GF,Mon
Mon,GF,VFB,TRO,Mon
Mon,KVB,NLNVAL,MID,Mon
Mon,KVB,MID,OSC,Mon
Mon,KVB,MID,OSE,Mon
Mon,KVB,MID,OSO,Mon
Mon,KVB,MID,OSS,Mon
Mon,KVB,ST,MID,Mon
Mon,KVB,MID,TENTRB,Mon
Mon,MID,KVB,TEQTRC,Mon
Mon,MID,KVB,TRO,Mon
Mon,KVB,MID,VFB,Mon
Mon,KVB,NLNVAL,OSC,Mon
Mon,KVB,NLNVAL,OSE,Mon
Mon,KVB,NLNVAL,OSO,Mon
Mon,KVB,NLNVAL,OSS,Mon
Mon,KVB,NLNVAL,TENTRB,Mon
Mon,KVB,NLNVAL,TEQTRC,Mon
Mon,NLNVAL,KVB,TRO,Mon
Mon,KVB,NLNVAL,VFB,Mon
Mon,KVB,OSC,OSE,Mon
Mon,KVB,OSC,OSO,Mon
Mon,KVB,OSC,OSS,Mon
Mon,KVB,ST,OSC,Mon
Mon,KVB,OSC,TENTRB,Mon
Mon,OSC,KVB,TEQTRC,Mon
Mon,OSC,KVB,TRO,Mon
Mon,KVB,VFB,OSC,Mon
Mon,KVB,OSO,OSE,Mon
Mon,KVB,OSE,OSS,Mon
Mon,KVB,OSE,TENTRB,Mon
Mon,OSE,KVB,TEQTRC,Mon
Mon,OSE,KVB,TRO,Mon
Mon,KVB,VFB,OSE,Mon
Mon,KVB,OSO,OSS,Mon
Mon,KVB,ST,OSO,Mon
Mon,KVB,OSO,TENTRB,Mon
Mon,OSO,KVB,TEQTRC,Mon
Mon,OSO,KVB,TRO,Mon
Mon,KVB,VFB,OSO,Mon
Mon,KVB,ST,OSS,Mon
Mon,KVB,OSS,TENTRB,Mon
Mon,OSS,KVB,TEQTRC,Mon
Mon,OSS,KVB,TRO,Mon
Mon,KVB,VFB,OSS,Mon
Mon,ST,KVB,TRO,Mon
Mon,KVB,ST,VFB,Mon
Mon,TENTRB,KVB,TEQTRC,Mon
Mon,TENTRB,KVB,TRO,Mon
Mon,KVB,VFB,TENTRB,Mon
Mon,TEQTRC,KVB,TRO,Mon
Mon,KVB,VFB,TEQTRC,Mon
Mon,VFB,KVB,TRO,Mon
Mon,NLNVAL,MID,OSC,Mon
Mon,NLNVAL,MID,OSE,Mon
Mon,NLNVAL,MID,OSO,Mon
Mon,NLNVAL,MID,OSS,Mon
Mon,NLNVAL,MID,TENTRB,Mon
Mon,MID,NLNVAL,TEQTRC,Mon
Mon,NLNVAL,MID,TRO,Mon
Mon,NLNVAL,MID,VFB,Mon
Mon,OSC,MID,OSE,Mon
Mon,OSC,MID,OSO,Mon
Mon,OSC,MID,OSS,Mon
Mon,OSC,MID,ST,Mon
Mon,OSC,MID,TENTRB,Mon
Mon,OSC,MID,TEQTRC,Mon
Mon,OSC,MID,TRO,Mon
Mon,OSC,MID,VFB,Mon
Mon,OSE,MID,OSO,Mon
Mon,OSE,MID,OSS,Mon
Mon,OSE,MID,TENTRB,Mon
Mon,OSE,MID,TEQTRC,Mon
Mon,OSE,MID,TRO,Mon
Mon,OSE,MID,VFB,Mon
Mon,OSO,MID,OSS,Mon
Mon,OSO,MID,ST,Mon
Mon,OSO,MID,TENTRB,Mon
Mon,MID,OSO,TEQTRC,Mon
Mon,OSO,MID,TRO,Mon
Mon,OSO,MID,VFB,Mon
Mon,OSS,MID,ST,Mon
Mon,OSS,MID,TENTRB,Mon
Mon,OSS,MID,TEQTRC,Mon
Mon,OSS,MID,TRO,Mon
Mon,OSS,MID,VFB,Mon
Mon,ST,MID,TRO,Mon
Mon,ST,MID,VFB,Mon
Mon,TENTRB,MID,TEQTRC,Mon
Mon,TENTRB,MID,TRO,Mon
Mon,TENTRB,MID,VFB,Mon
Mon,TEQTRC,MID,TRO,Mon
Mon,MID,VFB,TEQTRC,Mon
Mon,VFB,MID,TRO,Mon
Mon,NLNVAL,OSC,OSE,Mon
Mon,NLNVAL,OSC,OSO,Mon
Mon,NLNVAL,OSC,OSS,Mon
Mon,NLNVAL,OSC,TENTRB,Mon
Mon,OSC,NLNVAL,TEQTRC,Mon
Mon,TRO,OSC,NLNVAL,Mon
Mon,NLNVAL,VFB,OSC,Mon
Mon,NLNVAL,OSO,OSE,Mon
Mon,NLNVAL,OSE,OSS,Mon
Mon,NLNVAL,OSE,TENTRB,Mon
Mon,OSE,NLNVAL,TEQTRC,Mon
Mon,TRO,OSE,NLNVAL,Mon
Mon,NLNVAL,VFB,OSE,Mon
Mon,NLNVAL,OSO,OSS,Mon
Mon,NLNVAL,OSO,TENTRB,Mon
Mon,OSO,NLNVAL,TEQTRC,Mon
Mon,TRO,OSO,NLNVAL,Mon
Mon,NLNVAL,VFB,OSO,Mon
Mon,NLNVAL,OSS,TENTRB,Mon
Mon,OSS,NLNVAL,TEQTRC,Mon
Mon,TRO,OSS,NLNVAL,Mon
Mon,NLNVAL,VFB,OSS,Mon
Mon,TENTRB,NLNVAL,TEQTRC,Mon
Mon,NLNVAL,TENTRB,TRO,Mon
Mon,NLNVAL,VFB,TENTRB,Mon
